Unnamed: 0,time,Rank,Product Names,Authors/Company,Price_std_or_min
0,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,269.9
1,7/31/2020,2,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
3,7/31/2020,4,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
5,7/31/2020,6,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
6,7/31/2020,7,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
8,7/31/2020,9,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
10,7/31/2020,11,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
14,7/31/2020,15,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.59
15,7/31/2020,16,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
19,7/31/2020,20,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
23,7/31/2020,24,Medievil - PlayStation 4,Playstation,55.92
24,7/31/2020,25,Days Gone - PlayStation 4,Playstation,66.09
34,7/31/2020,35,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
38,7/31/2020,39,Nioh 2 - PlayStation 4,Playstation,120.18
41,7/31/2020,42,God Of War Hits - PlayStation 4,Playstation,79.9
43,7/31/2020,44,Controle Dualshock 4 - PlayStation 4 - Camuflado,PlayStation,289.0
47,7/31/2020,48,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,119.99
49,7/31/2020,50,Control - Edição Padrão - PlayStation 4,Playstation,129.99
50,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
52,7/31/2020,3,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
53,7/31/2020,4,Days Gone - PlayStation 4,Playstation,79.0
54,7/31/2020,5,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,236.83
55,7/31/2020,6,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
56,7/31/2020,7,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
60,7/31/2020,11,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
61,7/31/2020,12,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.59
64,7/31/2020,15,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
68,7/31/2020,19,Medievil - PlayStation 4,Playstation,55.92
69,7/31/2020,20,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
73,7/31/2020,24,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
83,7/31/2020,34,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
84,7/31/2020,35,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,119.99
87,7/31/2020,38,God Of War Hits - PlayStation 4,Playstation,79.9
93,7/31/2020,44,Nioh 2 - PlayStation 4,Playstation,120.18
96,7/31/2020,47,Bloodborne Hits - PlayStation 4,Playstation,60.64
100,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
102,7/31/2020,3,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
103,7/31/2020,4,Days Gone - PlayStation 4,Playstation,79.0
104,7/31/2020,5,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,236.83
105,7/31/2020,6,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
106,7/31/2020,7,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
110,7/31/2020,11,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
111,7/31/2020,12,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.59
114,7/31/2020,15,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
118,7/31/2020,19,Medievil - PlayStation 4,Playstation,55.92
119,7/31/2020,20,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
123,7/31/2020,24,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
133,7/31/2020,34,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
134,7/31/2020,35,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,119.99
137,7/31/2020,38,God Of War Hits - PlayStation 4,Playstation,79.9
143,7/31/2020,44,Nioh 2 - PlayStation 4,Playstation,120.18
146,7/31/2020,47,Bloodborne Hits - PlayStation 4,Playstation,60.64
150,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
152,7/31/2020,3,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
153,7/31/2020,4,Days Gone - PlayStation 4,Playstation,79.0
154,7/31/2020,5,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,236.83
155,7/31/2020,6,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
156,7/31/2020,7,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
160,7/31/2020,11,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
161,7/31/2020,12,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.59
164,7/31/2020,15,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
168,7/31/2020,19,Medievil - PlayStation 4,Playstation,55.92
169,7/31/2020,20,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
173,7/31/2020,24,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
183,7/31/2020,34,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
184,7/31/2020,35,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,119.99
187,7/31/2020,38,God Of War Hits - PlayStation 4,Playstation,79.9
193,7/31/2020,44,Nioh 2 - PlayStation 4,Playstation,120.18
196,7/31/2020,47,Bloodborne Hits - PlayStation 4,Playstation,60.64
200,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
202,7/31/2020,3,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
203,7/31/2020,4,Days Gone - PlayStation 4,Playstation,79.0
204,7/31/2020,5,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,236.83
205,7/31/2020,6,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
206,7/31/2020,7,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
210,7/31/2020,11,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
211,7/31/2020,12,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
214,7/31/2020,15,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
218,7/31/2020,19,Medievil - PlayStation 4,Playstation,55.92
219,7/31/2020,20,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
223,7/31/2020,24,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
233,7/31/2020,34,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
234,7/31/2020,35,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,119.99
237,7/31/2020,38,God Of War Hits - PlayStation 4,Playstation,79.9
243,7/31/2020,44,Nioh 2 - PlayStation 4,Playstation,120.18
246,7/31/2020,47,Bloodborne Hits - PlayStation 4,Playstation,60.64
250,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
252,7/31/2020,3,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
253,7/31/2020,4,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
254,7/31/2020,5,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
256,7/31/2020,7,Days Gone - PlayStation 4,Playstation,79.0
258,7/31/2020,9,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
259,7/31/2020,10,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
261,7/31/2020,12,Medievil - PlayStation 4,Playstation,55.92
262,7/31/2020,13,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
267,7/31/2020,18,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
268,7/31/2020,19,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
269,7/31/2020,20,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
274,7/31/2020,25,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
281,7/31/2020,32,God Of War Hits - PlayStation 4,Playstation,79.9
289,7/31/2020,40,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,119.99
293,7/31/2020,44,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
297,7/31/2020,48,Nioh 2 - PlayStation 4,Playstation,120.18
300,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
302,7/31/2020,3,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
303,7/31/2020,4,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
304,7/31/2020,5,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
306,7/31/2020,7,Days Gone - PlayStation 4,Playstation,79.0
308,7/31/2020,9,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
309,7/31/2020,10,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
311,7/31/2020,12,Medievil - PlayStation 4,Playstation,55.92
312,7/31/2020,13,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
317,7/31/2020,18,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
318,7/31/2020,19,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
319,7/31/2020,20,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
324,7/31/2020,25,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
331,7/31/2020,32,God Of War Hits - PlayStation 4,Playstation,79.9
339,7/31/2020,40,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,119.99
343,7/31/2020,44,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
347,7/31/2020,48,Nioh 2 - PlayStation 4,Playstation,120.18
350,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
352,7/31/2020,3,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
353,7/31/2020,4,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
354,7/31/2020,5,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
356,7/31/2020,7,Days Gone - PlayStation 4,Playstation,79.0
358,7/31/2020,9,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
359,7/31/2020,10,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
361,7/31/2020,12,Medievil - PlayStation 4,Playstation,55.92
362,7/31/2020,13,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
367,7/31/2020,18,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
368,7/31/2020,19,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
369,7/31/2020,20,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
374,7/31/2020,25,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
381,7/31/2020,32,God Of War Hits - PlayStation 4,Playstation,79.9
389,7/31/2020,40,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,119.99
393,7/31/2020,44,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
397,7/31/2020,48,Nioh 2 - PlayStation 4,Playstation,120.18
400,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
402,7/31/2020,3,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
403,7/31/2020,4,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
404,7/31/2020,5,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
406,7/31/2020,7,Days Gone - PlayStation 4,Playstation,79.0
408,7/31/2020,9,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
409,7/31/2020,10,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
411,7/31/2020,12,Medievil - PlayStation 4,Playstation,55.92
412,7/31/2020,13,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
417,7/31/2020,18,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
418,7/31/2020,19,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
419,7/31/2020,20,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
424,7/31/2020,25,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
431,7/31/2020,32,God Of War Hits - PlayStation 4,Playstation,79.9
439,7/31/2020,40,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,119.99
443,7/31/2020,44,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
447,7/31/2020,48,Nioh 2 - PlayStation 4,Playstation,120.18
450,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
452,7/31/2020,3,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
453,7/31/2020,4,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
454,7/31/2020,5,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
456,7/31/2020,7,Days Gone - PlayStation 4,Playstation,79.0
458,7/31/2020,9,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
459,7/31/2020,10,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
461,7/31/2020,12,Medievil - PlayStation 4,Playstation,55.92
462,7/31/2020,13,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
467,7/31/2020,18,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
468,7/31/2020,19,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
469,7/31/2020,20,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
474,7/31/2020,25,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
481,7/31/2020,32,God Of War Hits - PlayStation 4,Playstation,79.9
489,7/31/2020,40,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,119.99
493,7/31/2020,44,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
497,7/31/2020,48,Nioh 2 - PlayStation 4,Playstation,120.18
500,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
502,7/31/2020,3,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
503,7/31/2020,4,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
504,7/31/2020,5,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
506,7/31/2020,7,Days Gone - PlayStation 4,Playstation,79.0
508,7/31/2020,9,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
509,7/31/2020,10,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
511,7/31/2020,12,Medievil - PlayStation 4,Playstation,55.92
512,7/31/2020,13,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
517,7/31/2020,18,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
518,7/31/2020,19,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
519,7/31/2020,20,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
524,7/31/2020,25,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
531,7/31/2020,32,God Of War Hits - PlayStation 4,Playstation,79.9
539,7/31/2020,40,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,119.99
543,7/31/2020,44,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
547,7/31/2020,48,Nioh 2 - PlayStation 4,Playstation,120.18
550,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
552,7/31/2020,3,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
553,7/31/2020,4,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
554,7/31/2020,5,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
557,7/31/2020,8,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
559,7/31/2020,10,Days Gone - PlayStation 4,Playstation,79.0
560,7/31/2020,11,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
562,7/31/2020,13,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
563,7/31/2020,14,Medievil - PlayStation 4,Playstation,55.92
565,7/31/2020,16,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
567,7/31/2020,18,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
573,7/31/2020,24,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
578,7/31/2020,29,God Of War Hits - PlayStation 4,Playstation,79.9
580,7/31/2020,31,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
589,7/31/2020,40,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
590,7/31/2020,41,Nioh 2 - PlayStation 4,Playstation,120.18
591,7/31/2020,42,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,70.9
594,7/31/2020,45,Control - Edição Padrão - PlayStation 4,Playstation,129.99
600,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
602,7/31/2020,3,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
603,7/31/2020,4,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
604,7/31/2020,5,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
607,7/31/2020,8,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
609,7/31/2020,10,Days Gone - PlayStation 4,Playstation,79.0
610,7/31/2020,11,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
612,7/31/2020,13,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
613,7/31/2020,14,Medievil - PlayStation 4,Playstation,55.92
615,7/31/2020,16,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
617,7/31/2020,18,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
623,7/31/2020,24,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
628,7/31/2020,29,God Of War Hits - PlayStation 4,Playstation,79.9
630,7/31/2020,31,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
639,7/31/2020,40,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
640,7/31/2020,41,Nioh 2 - PlayStation 4,Playstation,120.18
641,7/31/2020,42,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,70.9
644,7/31/2020,45,Control - Edição Padrão - PlayStation 4,Playstation,129.99
650,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
652,7/31/2020,3,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
653,7/31/2020,4,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
654,7/31/2020,5,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
657,7/31/2020,8,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
659,7/31/2020,10,Days Gone - PlayStation 4,Playstation,79.0
660,7/31/2020,11,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
662,7/31/2020,13,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
663,7/31/2020,14,Medievil - PlayStation 4,Playstation,55.92
665,7/31/2020,16,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
667,7/31/2020,18,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
673,7/31/2020,24,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
678,7/31/2020,29,God Of War Hits - PlayStation 4,Playstation,79.9
680,7/31/2020,31,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
689,7/31/2020,40,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
690,7/31/2020,41,Nioh 2 - PlayStation 4,Playstation,120.18
691,7/31/2020,42,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,70.9
694,7/31/2020,45,Control - Edição Padrão - PlayStation 4,Playstation,129.99
750,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
752,7/31/2020,3,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
753,7/31/2020,4,Death Stranding - Edição Padrão - PlayStation 4,Playstation,79.9
754,7/31/2020,5,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
757,7/31/2020,8,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
759,7/31/2020,10,Days Gone - PlayStation 4,Playstation,79.0
760,7/31/2020,11,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
762,7/31/2020,13,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
763,7/31/2020,14,Medievil - PlayStation 4,Playstation,55.92
765,7/31/2020,16,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
767,7/31/2020,18,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
773,7/31/2020,24,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
778,7/31/2020,29,God Of War Hits - PlayStation 4,Playstation,79.9
780,7/31/2020,31,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
789,7/31/2020,40,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
790,7/31/2020,41,Nioh 2 - PlayStation 4,Playstation,120.18
791,7/31/2020,42,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,70.9
794,7/31/2020,45,Control - Edição Padrão - PlayStation 4,Playstation,129.99
800,7/31/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,262.9
802,7/31/2020,3,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.39
803,7/31/2020,4,Death Stranding - Edição Padrão - PlayStation 4,Playstation,79.9
804,7/31/2020,5,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
807,7/31/2020,8,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
809,7/31/2020,10,Days Gone - PlayStation 4,Playstation,79.0
810,7/31/2020,11,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
812,7/31/2020,13,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
813,7/31/2020,14,Medievil - PlayStation 4,Playstation,55.92
815,7/31/2020,16,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,49.99
817,7/31/2020,18,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
823,7/31/2020,24,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
828,7/31/2020,29,God Of War Hits - PlayStation 4,Playstation,79.9
830,7/31/2020,31,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
839,7/31/2020,40,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
840,7/31/2020,41,Nioh 2 - PlayStation 4,Playstation,120.18
841,7/31/2020,42,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,70.9
844,7/31/2020,45,Control - Edição Padrão - PlayStation 4,Playstation,129.99
850,8/1/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,268.27
851,8/1/2020,2,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
852,8/1/2020,3,Nioh 2 - PlayStation 4,Playstation,117.3
854,8/1/2020,5,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.31
856,8/1/2020,7,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
857,8/1/2020,8,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
858,8/1/2020,9,Death Stranding - Edição Padrão - PlayStation 4,Playstation,79.9
860,8/1/2020,11,Medievil - PlayStation 4,Playstation,55.92
864,8/1/2020,15,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
865,8/1/2020,16,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
866,8/1/2020,17,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,70.9
867,8/1/2020,18,Days Gone - PlayStation 4,Playstation,73.98
876,8/1/2020,27,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
882,8/1/2020,33,Controle Dualshock 4 - PlayStation 4 - Camuflado,PlayStation,289.0
883,8/1/2020,34,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
885,8/1/2020,36,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
890,8/1/2020,41,Uncharted 4 Thief`s End Hits - PlayStation 4,Playstation,59.9
897,8/1/2020,48,God Of War Hits - PlayStation 4,Playstation,79.9
900,8/1/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,PlayStation,268.27
901,8/1/2020,2,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,445.23
902,8/1/2020,3,Nioh 2 - PlayStation 4,Playstation,117.3
904,8/1/2020,5,The Last of Us Part II - Edição  Padrão - PlayStation 4,Playstation,246.31
906,8/1/2020,7,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,246.39
907,8/1/2020,8,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,53.9
908,8/1/2020,9,Death Stranding - Edição Padrão - PlayStation 4,Playstation,79.9
910,8/1/2020,11,Medievil - PlayStation 4,Playstation,55.92
914,8/1/2020,15,Controle Dualshock 4 - PlayStation 4 - Berry Blue,PlayStation,289.0
915,8/1/2020,16,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,PlayStation,275.41
916,8/1/2020,17,Pro Evolution Soccer eFootball PES 2020 - PlayStation 4,Playstation,70.9
917,8/1/2020,18,Days Gone - PlayStation 4,Playstation,73.98
926,8/1/2020,27,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,126.9
932,8/1/2020,33,Controle Dualshock 4 - PlayStation 4 - Camuflado,PlayStation,289.0
933,8/1/2020,34,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
935,8/1/2020,36,Headset Sem Fio Série Ouro - Ed The Last of Us II - Playstation 4,Playstation,529.0
