Unnamed: 0,time,Rank,Product Names,Authors/Company,Price_std_or_min
7609,8/16/2020,10,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,249.99
7610,8/16/2020,11,Days Gone - PlayStation 4,Playstation,69.9
7611,8/16/2020,12,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,239.9
7614,8/16/2020,15,Nioh 2 - PlayStation 4,Playstation,117.3
7615,8/16/2020,16,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
7617,8/16/2020,18,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
7620,8/16/2020,21,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.46
7625,8/16/2020,26,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
7629,8/16/2020,30,Control - Edição Padrão - PlayStation 4,Playstation,99.9
7630,8/16/2020,31,God Of War Hits - PlayStation 4,Playstation,67.99
7633,8/16/2020,34,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,59.99
7635,8/16/2020,36,Controle Dualshock 4 - PlayStation 4 - Camuflado,Playstation,289.0
7637,8/16/2020,38,Quantic Dream Collection - PlayStation 4,Playstation,87.99
7639,8/16/2020,40,Bloodborne Hits - PlayStation 4,Playstation,52.99
7642,8/16/2020,43,Ratchet & Clank Hits - PlayStation 4,Playstation,49.9
7647,8/16/2020,48,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,131.83
7651,8/16/2020,2,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,260.34
7652,8/16/2020,3,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
7656,8/16/2020,7,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,239.9
7662,8/16/2020,13,Death Stranding - Edição Padrão - PlayStation 4,Playstation,79.99
7663,8/16/2020,14,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
7664,8/16/2020,15,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,249.99
7666,8/16/2020,17,Days Gone - PlayStation 4,Playstation,69.9
7667,8/16/2020,18,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
7668,8/16/2020,19,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.46
7669,8/16/2020,20,Nioh 2 - PlayStation 4,Playstation,117.3
7677,8/16/2020,28,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
7679,8/16/2020,30,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,59.99
7681,8/16/2020,32,Control - Edição Padrão - PlayStation 4,Playstation,99.9
7685,8/16/2020,36,God Of War Hits - PlayStation 4,Playstation,67.99
7690,8/16/2020,41,Bloodborne Hits - PlayStation 4,Playstation,52.99
7693,8/16/2020,44,Horizon Chase Turbo PS4 - 1 Edição - PlayStation 4,Playstation,34.9
7694,8/16/2020,45,Controle Dualshock 4 - PlayStation 4 - Camuflado,Playstation,289.0
7695,8/16/2020,46,Quantic Dream Collection - PlayStation 4,Playstation,87.99
7696,8/16/2020,47,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,499.99
7701,8/16/2020,2,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,260.34
7702,8/16/2020,3,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
7706,8/16/2020,7,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,239.9
7712,8/16/2020,13,Death Stranding - Edição Padrão - PlayStation 4,Playstation,79.99
7713,8/16/2020,14,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
7714,8/16/2020,15,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,249.99
7716,8/16/2020,17,Days Gone - PlayStation 4,Playstation,69.9
7717,8/16/2020,18,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
7718,8/16/2020,19,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.46
7719,8/16/2020,20,Nioh 2 - PlayStation 4,Playstation,117.3
7727,8/16/2020,28,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
7729,8/16/2020,30,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,59.99
7731,8/16/2020,32,Control - Edição Padrão - PlayStation 4,Playstation,99.9
7735,8/16/2020,36,God Of War Hits - PlayStation 4,Playstation,67.99
7740,8/16/2020,41,Bloodborne Hits - PlayStation 4,Playstation,52.99
7743,8/16/2020,44,Horizon Chase Turbo PS4 - 1 Edição - PlayStation 4,Playstation,34.9
7744,8/16/2020,45,Controle Dualshock 4 - PlayStation 4 - Camuflado,Playstation,289.0
7745,8/16/2020,46,Quantic Dream Collection - PlayStation 4,Playstation,87.99
7746,8/16/2020,47,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,499.99
7751,8/16/2020,2,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,260.34
7752,8/16/2020,3,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
7756,8/16/2020,7,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,248.99
7762,8/16/2020,13,Death Stranding - Edição Padrão - PlayStation 4,Playstation,79.99
7763,8/16/2020,14,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
7764,8/16/2020,15,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,249.99
7766,8/16/2020,17,Days Gone - PlayStation 4,Playstation,69.9
7767,8/16/2020,18,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
7768,8/16/2020,19,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.46
7769,8/16/2020,20,Nioh 2 - PlayStation 4,Playstation,117.3
7777,8/16/2020,28,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
7779,8/16/2020,30,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,59.99
7781,8/16/2020,32,Control - Edição Padrão - PlayStation 4,Playstation,99.9
7785,8/16/2020,36,God Of War Hits - PlayStation 4,Playstation,67.99
7790,8/16/2020,41,Bloodborne Hits - PlayStation 4,Playstation,52.99
7793,8/16/2020,44,Horizon Chase Turbo PS4 - 1 Edição - PlayStation 4,Playstation,34.9
7794,8/16/2020,45,Controle Dualshock 4 - PlayStation 4 - Camuflado,Playstation,289.0
7795,8/16/2020,46,Quantic Dream Collection - PlayStation 4,Playstation,87.99
7796,8/16/2020,47,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,499.99
7801,8/16/2020,2,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,260.34
7802,8/16/2020,3,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
7806,8/16/2020,7,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,248.99
7812,8/16/2020,13,Death Stranding - Edição Padrão - PlayStation 4,Playstation,79.99
7813,8/16/2020,14,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
7814,8/16/2020,15,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,249.99
7816,8/16/2020,17,Days Gone - PlayStation 4,Playstation,69.9
7817,8/16/2020,18,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
7818,8/16/2020,19,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.46
7819,8/16/2020,20,Nioh 2 - PlayStation 4,Playstation,117.3
7827,8/16/2020,28,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
7829,8/16/2020,30,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,59.99
7831,8/16/2020,32,Control - Edição Padrão - PlayStation 4,Playstation,99.9
7835,8/16/2020,36,God Of War Hits - PlayStation 4,Playstation,67.99
7840,8/16/2020,41,Bloodborne Hits - PlayStation 4,Playstation,52.99
7843,8/16/2020,44,Horizon Chase Turbo PS4 - 1 Edição - PlayStation 4,Playstation,34.9
7844,8/16/2020,45,Controle Dualshock 4 - PlayStation 4 - Camuflado,Playstation,289.0
7845,8/16/2020,46,Quantic Dream Collection - PlayStation 4,Playstation,87.99
7846,8/16/2020,47,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,499.99
7850,8/16/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,260.34
7853,8/16/2020,4,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
7858,8/16/2020,9,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,249.99
7862,8/16/2020,13,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,248.99
7863,8/16/2020,14,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.46
7864,8/16/2020,15,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
7865,8/16/2020,16,Death Stranding - Edição Padrão - PlayStation 4,Playstation,79.99
7867,8/16/2020,18,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
7869,8/16/2020,20,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
7870,8/16/2020,21,Days Gone - PlayStation 4,Playstation,69.9
7871,8/16/2020,22,Nioh 2 - PlayStation 4,Playstation,117.3
7873,8/16/2020,24,God Of War Hits - PlayStation 4,Playstation,67.99
7880,8/16/2020,31,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,59.99
7881,8/16/2020,32,Control - Edição Padrão - PlayStation 4,Playstation,99.9
7887,8/16/2020,38,Controle Dualshock 4 - PlayStation 4 - Camuflado,Playstation,289.0
7889,8/16/2020,40,Quantic Dream Collection - PlayStation 4,Playstation,87.99
7890,8/16/2020,41,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,499.99
7893,8/16/2020,44,Bloodborne Hits - PlayStation 4,Playstation,52.99
7900,8/16/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,260.34
7903,8/16/2020,4,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
7908,8/16/2020,9,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,249.99
7912,8/16/2020,13,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
7913,8/16/2020,14,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.46
7914,8/16/2020,15,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
7915,8/16/2020,16,Death Stranding - Edição Padrão - PlayStation 4,Playstation,79.99
7917,8/16/2020,18,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
7919,8/16/2020,20,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
7920,8/16/2020,21,Days Gone - PlayStation 4,Playstation,69.9
7921,8/16/2020,22,Nioh 2 - PlayStation 4,Playstation,117.3
7923,8/16/2020,24,God Of War Hits - PlayStation 4,Playstation,67.99
7930,8/16/2020,31,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,59.99
7931,8/16/2020,32,Control - Edição Padrão - PlayStation 4,Playstation,99.9
7937,8/16/2020,38,Controle Dualshock 4 - PlayStation 4 - Camuflado,Playstation,289.0
7939,8/16/2020,40,Quantic Dream Collection - PlayStation 4,Playstation,87.99
7940,8/16/2020,41,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,499.99
7943,8/16/2020,44,Bloodborne Hits - PlayStation 4,Playstation,52.99
7950,8/16/2020,1,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,260.34
7953,8/16/2020,4,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
7958,8/16/2020,9,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,249.99
7962,8/16/2020,13,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
7963,8/16/2020,14,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.46
7964,8/16/2020,15,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
7965,8/16/2020,16,Death Stranding - Edição Padrão - PlayStation 4,Playstation,79.99
7967,8/16/2020,18,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
7969,8/16/2020,20,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
7970,8/16/2020,21,Days Gone - PlayStation 4,Playstation,69.9
7971,8/16/2020,22,Nioh 2 - PlayStation 4,Playstation,117.3
7973,8/16/2020,24,God Of War Hits - PlayStation 4,Playstation,67.99
7980,8/16/2020,31,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,59.99
7981,8/16/2020,32,Control - Edição Padrão - PlayStation 4,Playstation,99.9
7987,8/16/2020,38,Controle Dualshock 4 - PlayStation 4 - Camuflado,Playstation,289.0
7989,8/16/2020,40,Quantic Dream Collection - PlayStation 4,Playstation,87.99
7990,8/16/2020,41,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,499.99
7993,8/16/2020,44,Bloodborne Hits - PlayStation 4,Playstation,52.99
8001,8/17/2020,2,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,265.0
8008,8/17/2020,9,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
8009,8/17/2020,10,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
8010,8/17/2020,11,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.44
8012,8/17/2020,13,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
8014,8/17/2020,15,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
8019,8/17/2020,20,God Of War Hits - PlayStation 4,Playstation,69.38
8020,8/17/2020,21,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,258.83
8021,8/17/2020,22,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
8023,8/17/2020,24,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
8026,8/17/2020,27,Days Gone - PlayStation 4,Playstation,69.9
8028,8/17/2020,29,Control - Edição Padrão - PlayStation 4,Playstation,99.9
8030,8/17/2020,31,Nioh 2 - PlayStation 4,Playstation,109.0
8035,8/17/2020,36,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,59.99
8038,8/17/2020,39,Controle Dualshock 4 - PlayStation 4 - Camuflado,Playstation,289.0
8039,8/17/2020,40,Bloodborne Hits - PlayStation 4,Playstation,60.39
8042,8/17/2020,43,Quantic Dream Collection - PlayStation 4,Playstation,109.99
8044,8/17/2020,45,Gran Turismo Sport Hits - PlayStation 4,Playstation,61.63
8045,8/17/2020,46,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,131.83
8054,8/17/2020,5,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,265.0
8059,8/17/2020,10,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
8061,8/17/2020,12,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
8062,8/17/2020,13,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
8066,8/17/2020,17,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.44
8067,8/17/2020,18,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
8070,8/17/2020,21,Nioh 2 - PlayStation 4,Playstation,109.0
8072,8/17/2020,23,God Of War Hits - PlayStation 4,Playstation,69.38
8073,8/17/2020,24,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
8074,8/17/2020,25,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,258.83
8076,8/17/2020,27,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
8085,8/17/2020,36,Days Gone - PlayStation 4,Playstation,69.9
8088,8/17/2020,39,Control - Edição Padrão - PlayStation 4,Playstation,99.9
8089,8/17/2020,40,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,528.99
8091,8/17/2020,42,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,59.99
8096,8/17/2020,47,Quantic Dream Collection - PlayStation 4,Playstation,109.99
5,8/17/2020,6,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,265.0
6,8/17/2020,7,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
11,8/17/2020,12,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
14,8/17/2020,15,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,258.83
16,8/17/2020,17,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
17,8/17/2020,18,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.44
18,8/17/2020,19,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
20,8/17/2020,21,Nioh 2 - PlayStation 4,Playstation,117.3
25,8/17/2020,26,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
26,8/17/2020,27,God Of War Hits - PlayStation 4,Playstation,69.38
31,8/17/2020,32,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
34,8/17/2020,35,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
41,8/17/2020,42,Days Gone - PlayStation 4,Playstation,75.99
43,8/17/2020,44,Control - Edição Padrão - PlayStation 4,Playstation,99.9
47,8/17/2020,48,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,528.99
5,8/17/2020,6,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,265.0
6,8/17/2020,7,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
11,8/17/2020,12,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
14,8/17/2020,15,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,258.83
16,8/17/2020,17,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
17,8/17/2020,18,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.44
18,8/17/2020,19,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
20,8/17/2020,21,Nioh 2 - PlayStation 4,Playstation,117.3
25,8/17/2020,26,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
26,8/17/2020,27,God Of War Hits - PlayStation 4,Playstation,69.38
31,8/17/2020,32,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
34,8/17/2020,35,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
41,8/17/2020,42,Days Gone - PlayStation 4,Playstation,75.99
43,8/17/2020,44,Control - Edição Padrão - PlayStation 4,Playstation,99.9
47,8/17/2020,48,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,528.99
5,8/17/2020,6,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,265.0
6,8/17/2020,7,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
11,8/17/2020,12,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
14,8/17/2020,15,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,258.83
16,8/17/2020,17,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
17,8/17/2020,18,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.44
18,8/17/2020,19,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
20,8/17/2020,21,Nioh 2 - PlayStation 4,Playstation,117.3
25,8/17/2020,26,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
26,8/17/2020,27,God Of War Hits - PlayStation 4,Playstation,69.38
31,8/17/2020,32,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
34,8/17/2020,35,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
41,8/17/2020,42,Days Gone - PlayStation 4,Playstation,75.99
43,8/17/2020,44,Control - Edição Padrão - PlayStation 4,Playstation,99.9
47,8/17/2020,48,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,528.99
5,8/17/2020,6,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
7,8/17/2020,8,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,265.0
13,8/17/2020,14,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
15,8/17/2020,16,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
16,8/17/2020,17,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,258.83
17,8/17/2020,18,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.44
18,8/17/2020,19,Nioh 2 - PlayStation 4,Playstation,117.3
23,8/17/2020,24,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
25,8/17/2020,26,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
26,8/17/2020,27,God Of War Hits - PlayStation 4,Playstation,69.38
29,8/17/2020,30,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
34,8/17/2020,35,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
40,8/17/2020,41,Control - Edição Padrão - PlayStation 4,Playstation,99.9
41,8/17/2020,42,Days Gone - PlayStation 4,Playstation,75.99
43,8/17/2020,44,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,528.99
47,8/17/2020,48,Ratchet & Clank Hits - PlayStation 4,Playstation,49.9
49,8/17/2020,50,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,131.83
5,8/17/2020,6,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
7,8/17/2020,8,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,265.0
13,8/17/2020,14,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
15,8/17/2020,16,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
16,8/17/2020,17,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,258.83
17,8/17/2020,18,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.44
18,8/17/2020,19,Nioh 2 - PlayStation 4,Playstation,117.3
23,8/17/2020,24,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
25,8/17/2020,26,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
26,8/17/2020,27,God Of War Hits - PlayStation 4,Playstation,69.38
29,8/17/2020,30,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
34,8/17/2020,35,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
40,8/17/2020,41,Control - Edição Padrão - PlayStation 4,Playstation,99.9
41,8/17/2020,42,Days Gone - PlayStation 4,Playstation,75.99
43,8/17/2020,44,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,528.99
47,8/17/2020,48,Ratchet & Clank Hits - PlayStation 4,Playstation,49.9
49,8/17/2020,50,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,131.83
5,8/17/2020,6,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
7,8/17/2020,8,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,259.9
13,8/17/2020,14,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
15,8/17/2020,16,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
16,8/17/2020,17,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,258.83
17,8/17/2020,18,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.44
18,8/17/2020,19,Nioh 2 - PlayStation 4,Playstation,117.3
23,8/17/2020,24,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
25,8/17/2020,26,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
26,8/17/2020,27,God Of War Hits - PlayStation 4,Playstation,69.38
29,8/17/2020,30,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
34,8/17/2020,35,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
40,8/17/2020,41,Control - Edição Padrão - PlayStation 4,Playstation,99.9
41,8/17/2020,42,Days Gone - PlayStation 4,Playstation,75.99
43,8/17/2020,44,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,528.99
47,8/17/2020,48,Ratchet & Clank Hits - PlayStation 4,Playstation,49.9
49,8/17/2020,50,Marvel's Spider-Man - Edição Jogo do Ano - PlayStation 4,Playstation,131.83
5,8/17/2020,6,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
9,8/17/2020,10,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,259.9
14,8/17/2020,15,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
15,8/17/2020,16,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,448.44
17,8/17/2020,18,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
21,8/17/2020,22,God Of War Hits - PlayStation 4,Playstation,69.38
22,8/17/2020,23,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,258.83
24,8/17/2020,25,Nioh 2 - PlayStation 4,Playstation,117.3
25,8/17/2020,26,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
29,8/17/2020,30,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
31,8/17/2020,32,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
36,8/17/2020,37,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
37,8/17/2020,38,Control - Edição Padrão - PlayStation 4,Playstation,99.9
42,8/17/2020,43,Ratchet & Clank Hits - PlayStation 4,Playstation,49.9
44,8/17/2020,45,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,528.99
47,8/17/2020,48,Days Gone - PlayStation 4,Playstation,87.07
48,8/17/2020,49,Controle Dualshock 4 - PlayStation 4 - Camuflado,Playstation,289.0
5,8/18/2020,6,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
9,8/18/2020,10,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,259.9
14,8/18/2020,15,The Last of Us Part II - Edição Padrão - PlayStation 4,Playstation,237.99
15,8/18/2020,16,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,422.1
17,8/18/2020,18,Controle Dualshock 4 - PlayStation 4 - Azul,Playstation,282.34
21,8/18/2020,22,God Of War Hits - PlayStation 4,Playstation,69.38
22,8/18/2020,23,Ghost Of Tsushima Edição Padrão - PlayStation 4,Playstation,258.83
24,8/18/2020,25,Nioh 2 - PlayStation 4,Playstation,117.3
25,8/18/2020,26,Horizon Zero Dawn Complete Edition Hits - PlayStation 4,Playstation,61.05
29,8/18/2020,30,Controle Dualshock 4 - PlayStation 4 - Branco Glacial,Playstation,299.9
31,8/18/2020,32,Death Stranding - Edição Padrão - PlayStation 4,Playstation,78.9
36,8/18/2020,37,The Last Of Us Remasterizado Hits - PlayStation 4,Playstation,61.32
37,8/18/2020,38,Control - Edição Padrão - PlayStation 4,Playstation,99.9
42,8/18/2020,43,Ratchet & Clank Hits - PlayStation 4,Playstation,49.9
44,8/18/2020,45,Headset sem Fio Série Ouro Edição Limitada The Last of Us Part II,Playstation,528.99
47,8/18/2020,48,Days Gone - PlayStation 4,Playstation,87.07
48,8/18/2020,49,Controle Dualshock 4 - PlayStation 4 - Camuflado,Playstation,289.0
2,8/18/2020,3,Controle Dualshock 4 - PlayStation 4 - Preto,Playstation,289.9
10,8/18/2020,11,Headset Sem Fio Série Ouro - Preto - Playstation 4,Playstation,422.1
11,8/18/2020,12,Controle Dualshock 4 - PlayStation 4 - Berry Blue,Playstation,299.0
