Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url
9907,Little Nightmares,little-nightmares,Platform,T,XOne,Namco Bandai Games,Tarsier Studios,,,,,0.16,0.12,0.03,,0.02,2017,20th Feb 19,http://www.vgchartz.com/game/155312/little-nightmares/?region=All,1,,/games/boxart/full_7172124AmericaFrontccc.jpg
10031,The Walking Dead: Season One,the-walking-dead-season-one,Adventure,,XOne,Telltale Games,Telltale Games,,,,,0.16,0.08,0.06,,0.01,2014,,http://www.vgchartz.com/game/84806/the-walking-dead-season-one/?region=All,1,,/games/boxart/full_7079689AmericaFrontccc.jpg
10044,Bendy and the Ink Machine,bendy-and-the-ink-machine,Puzzle,T,XOne,Rooster Teeth Games,TheMeatly Games,,,,,0.16,0.14,,,0.02,2018,19th Dec 18,http://www.vgchartz.com/game/222538/bendy-and-the-ink-machine/?region=All,1,,/games/boxart/full_9890250AmericaFrontccc.jpg
10170,Wolfenstein: The Old Blood,wolfenstein-the-old-blood,Shooter,M,XOne,Bethesda Softworks,MachineGames,,8,,,0.15,0.07,0.07,,0.01,2015,21st Apr 18,http://www.vgchartz.com/game/85460/wolfenstein-the-old-blood/?region=All,1,,/games/boxart/full_3573931AmericaFrontccc.jpg
10173,Just Dance 2019,just-dance-2019,Music,E,XOne,Ubisoft,Ubisoft Paris,,,,,0.15,0.13,0.01,,0.02,2018,28th Sep 18,http://www.vgchartz.com/game/222184/just-dance-2019/?region=All,1,,/games/boxart/full_1040009AmericaFrontccc.jpg
10261,Pro Evolution Soccer 2015,pro-evolution-soccer-2015,Sports,E,XOne,Konami Digital Entertainment,PES Productions,,,,,0.15,0.04,0.1,,0.01,2014,14th Apr 18,http://www.vgchartz.com/game/84170/pro-evolution-soccer-2015/?region=All,1,,/games/boxart/full_5218166AmericaFrontccc.jpg
10265,Transformer: Rise of the Dark Spark,transformer-rise-of-the-dark-spark,Shooter,T,XOne,Activision,Edge of Reality,,,,,0.15,0.1,0.03,,0.01,2014,27th Dec 18,http://www.vgchartz.com/game/78837/transformer-rise-of-the-dark-spark/?region=All,1,,/games/boxart/full_990952AmericaFrontccc.jpg
10308,NBA Live 19,nba-live-19,Sports,,XOne,Electronic Arts,EA Tiburon,,,,,0.15,0.13,,,0.02,2018,13th Jun 18,http://www.vgchartz.com/game/222169/nba-live-19/?region=All,1,,/games/boxart/full_1465784AmericaFrontccc.jpg
10345,The Escapists 2,the-escapists-2,Action,T,XOne,Sold Out,Team17 Software,,,,,0.15,0.05,0.08,,0.01,2017,22nd Feb 19,http://www.vgchartz.com/game/192932/the-escapists-2/?region=All,1,,/games/boxart/full_8878364AmericaFrontccc.png
10346,Transformers: Devastation,transformers-devastation,Action,T,XOne,Activision,PlatinumGames,,,,,0.15,0.1,0.04,,0.01,2015,14th Apr 18,http://www.vgchartz.com/game/85656/transformers-devastation/?region=All,1,,/games/boxart/full_9884155AmericaFrontccc.jpg
10389,Spintires: MudRunner,spintires-mudrunner,Simulation,E,XOne,Focus Home Interactive,Saber Interactive,,,,,0.15,0.11,0.02,,0.01,2017,30th May 18,http://www.vgchartz.com/game/206654/spintires-mudrunner/?region=All,1,,/games/boxart/full_8923123AmericaFrontccc.jpg
10443,DmC Devil May Cry: Definitive Edition,dmc-devil-may-cry-definitive-edition,Action,M,XOne,Capcom,QLOC,,,,,0.15,0.09,0.04,,0.01,2015,01st May 18,http://www.vgchartz.com/game/85080/dmc-devil-may-cry-definitive-edition/?region=All,1,,/games/boxart/full_7435562AmericaFrontccc.jpg
10444,Attack on Titan,attack-on-titan,Action,M,XOne,Tecmo Koei,Omega Force,,,,,0.15,0.06,0.07,,0.01,2016,11th Sep 18,http://www.vgchartz.com/game/112496/attack-on-titan/?region=All,1,,/games/boxart/full_4533565AmericaFrontccc.jpg
10533,Tony Hawk's Pro Skater 5,tony-hawks-pro-skater-5,Sports,T,XOne,Activision,Robomodo,,,,,0.14,0.11,0.02,,0.01,2015,15th Apr 18,http://www.vgchartz.com/game/85451/tony-hawks-pro-skater-5/?region=All,1,,/games/boxart/full_2301260AmericaFrontccc.jpeg
10555,Naruto Shippuden: Ultimate Ninja Storm Legacy,naruto-shippuden-ultimate-ninja-storm-legacy,Fighting,,XOne,Namco Bandai Games,CyberConnect2,,,,,0.14,0.11,0.02,,0.01,2017,,http://www.vgchartz.com/game/168426/naruto-shippuden-ultimate-ninja-storm-legacy/?region=All,1,,/games/boxart/full_2903418AmericaFrontccc.jpg
10667,The Walking Dead: Season Two,the-walking-dead-season-two,Misc,,XOne,Telltale Games,Unknown,,,,,0.14,0.08,0.05,,0.01,2014,,http://www.vgchartz.com/game/77070/the-walking-dead-season-two/?region=All,1,,/games/boxart/full_1619518AmericaFrontccc.jpg
10730,Resident Evil: Revelations 2,resident-evil-revelations-2,Action,M,XOne,Capcom,Capcom,,,,,0.14,0.1,0.02,,0.01,2015,15th Apr 18,http://www.vgchartz.com/game/84243/resident-evil-revelations-2/?region=All,1,,/games/boxart/full_6426967AmericaFrontccc.jpg
10736,Dishonored: Death of the Outsider,dishonored-death-of-the-outsider,Action,M,XOne,Bethesda Softworks,Arkane Studios,,,,,0.14,0.07,0.06,,0.01,2017,03rd Mar 18,http://www.vgchartz.com/game/182730/dishonored-death-of-the-outsider/?region=All,1,,/games/boxart/full_6883413PALFrontccc.jpg
10756,Ultimate Marvel vs. Capcom 3,ultimate-marvel-vs-capcom-3,Fighting,,XOne,Capcom,Capcom,,,,,0.14,0.12,,,0.01,2017,,http://www.vgchartz.com/game/150130/ultimate-marvel-vs-capcom-3/?region=All,1,,/games/boxart/full_1822274AmericaFrontccc.jpg
10762,My Hero One's Justice,my-hero-ones-justice,Fighting,T,XOne,Bandai Namco Entertainment,Byking,,,,,0.14,0.12,,,0.01,2018,12th Sep 18,http://www.vgchartz.com/game/221857/my-hero-ones-justice/?region=All,1,,/games/boxart/full_1811543AmericaFrontccc.jpg
10832,The Elder Scrolls Online: Morrowind,the-elder-scrolls-online-morrowind,MMO,M,XOne,Bethesda Softworks,ZeniMax Online Studios,,,,,0.14,0.09,0.03,,0.01,2017,15th Sep 18,http://www.vgchartz.com/game/155315/the-elder-scrolls-online-morrowind/?region=All,1,,/games/boxart/full_4258943PALFrontccc.jpg
10955,R.B.I. Baseball 18,rbi-baseball-18,Sports,,XOne,MLB Advanced Media,MLB Advanced Media,,,,,0.13,0.12,,,0.01,2018,27th Feb 18,http://www.vgchartz.com/game/221183/rbi-baseball-18/?region=All,1,,/games/boxart/full_5389442AmericaFrontccc.jpg
10992,Destiny 2: Forsaken,destiny-2-forsaken,Shooter,,XOne,Activision,Bungie,,,,,0.13,0.08,0.04,,0.01,2018,07th Aug 18,http://www.vgchartz.com/game/222516/destiny-2-forsaken/?region=All,1,,/games/boxart/full_3838154AmericaFrontccc.jpg
11016,Hasbro Family Fun Pack,hasbro-family-fun-pack,Misc,E10,XOne,Ubisoft,Ubisoft,,,,,0.13,0.1,0.02,,0.01,2015,19th Jun 18,http://www.vgchartz.com/game/86187/hasbro-family-fun-pack/?region=All,1,,/games/boxart/full_7492277AmericaFrontccc.jpeg
11033,Rocksmith 2014 Edition Remastered,rocksmith-2014-edition-remastered,Music,T,XOne,Ubisoft,Ubisoft,,,,,0.13,0.12,,,0.01,2016,19th Jun 18,http://www.vgchartz.com/game/132805/rocksmith-2014-edition-remastered/?region=All,1,,/games/boxart/full_1852064AmericaFrontccc.jpg
11055,Song of the Deep,song-of-the-deep,Action,,XOne,Insomniac Games,Insomniac Games,,,,,0.13,0.12,,,0.01,2016,,http://www.vgchartz.com/game/86430/song-of-the-deep/?region=All,1,,/games/boxart/full_4734656AmericaFrontccc.jpg
11105,NBA Live 16,nba-live-16,Sports,E,XOne,EA Sports,EA Tiburon,,,,,0.13,0.11,0.01,,0.01,2015,30th May 18,http://www.vgchartz.com/game/85803/nba-live-16/?region=All,1,,/games/boxart/full_3097029AmericaFrontccc.jpg
11151,Outlast Trinity,outlast-trinity,Action,,XOne,Warner Bros. Interactive Entertainment,Red Barrels,,,,,0.13,0.1,0.02,,0.01,2017,,http://www.vgchartz.com/game/159958/outlast-trinity/?region=All,1,,/games/boxart/full_5605920AmericaFrontccc.jpg
11165,Sonic Mania,sonic-mania,Platform,E,XOne,Sega,PagodaWest Games,,,,,0.13,0.09,0.03,,0.01,2017,15th Aug 18,http://www.vgchartz.com/game/133962/sonic-mania/?region=All,1,,/games/boxart/full_8374688AmericaFrontccc.jpg
11373,Dead by Daylight,dead-by-daylight,Action,M,XOne,505 Games,Behaviour Interactive Inc.,,,,,0.12,0.08,0.03,,0.01,2017,13th Feb 19,http://www.vgchartz.com/game/173106/dead-by-daylight/?region=All,1,,/games/boxart/full_6473886AmericaFrontccc.jpg
11377,Darksiders III,darksiders-iii,Action,M,XOne,THQ Nordic,Gunfire Games,,,,,0.12,0.11,,,0.01,2018,19th Dec 18,http://www.vgchartz.com/game/174547/darksiders-iii/?region=All,1,,/games/boxart/full_9526607AmericaFrontccc.jpg
11389,Vampyr,vampyr,Role-Playing,M,XOne,Focus Home Interactive,DONTNOD Entertainment,,,,,0.12,0.07,0.04,,0.01,2018,08th Feb 18,http://www.vgchartz.com/game/181514/vampyr/?region=All,1,,/games/boxart/full_8997670AmericaFrontccc.jpg
11392,The Walking Dead - The Telltale Series: A New Frontier,the-walking-dead-the-telltale-series-a-new-frontier,Adventure,,XOne,Warner Bros. Interactive Entertainment,Telltale Games,,,,,0.12,0.1,0.01,,0.01,2017,,http://www.vgchartz.com/game/133968/the-walking-dead-the-telltale-series-a-new-frontier/?region=All,1,,/games/boxart/full_8516455AmericaFrontccc.png
11396,NASCAR Heat 2,nascar-heat-2,Racing,E,XOne,704Games,Monster Games,,,,,0.12,0.11,,,0.01,2017,25th Jun 18,http://www.vgchartz.com/game/189444/nascar-heat-2/?region=All,1,,/games/boxart/full_7071719AmericaFrontccc.jpg
11411,Life is Strange,life-is-strange,Adventure,M,XOne,Square Enix,DONTNOD Entertainment,,,,,0.12,0.08,0.03,,0.01,2016,07th Jan 18,http://www.vgchartz.com/game/84065/life-is-strange/?region=All,1,8.3,/games/boxart/full_3818696AmericaFrontccc.jpg
11456,Wolfenstein The Two Pack,wolfenstein-the-two-pack,Shooter,M,XOne,Bethesda Softworks,MachineGames,,,,,0.12,0.11,,,0.01,2017,04th Jul 18,http://www.vgchartz.com/game/192927/wolfenstein-the-two-pack/?region=All,1,,/games/boxart/full_4957780AmericaFrontccc.jpg
11462,The Surge,the-surge,Action,M,XOne,Focus Home Interactive,DECK13 Interactive,,,,,0.12,0.07,0.04,,0.01,2017,06th Jan 18,http://www.vgchartz.com/game/163774/the-surge/?region=All,1,,/games/boxart/full_9545436AmericaFrontccc.jpg
11503,Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto,Fighting,T,XOne,Namco Bandai Games,CyberConnect2,,,,,0.12,0.11,,,0.01,2017,25th Jun 18,http://www.vgchartz.com/game/154979/naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto/?region=All,1,,/games/boxart/full_843142AmericaFrontccc.jpg
11510,Pro Evolution Soccer 2016,pro-evolution-soccer-2016,Sports,E,XOne,Konami Digital Entertainment,PES Productions,,,,,0.12,0.05,0.06,,0.01,2015,14th Apr 18,http://www.vgchartz.com/game/85760/pro-evolution-soccer-2016/?region=All,1,,/games/boxart/full_5313234AmericaFrontccc.jpg
11532,Pro Evolution Soccer 2018,pro-evolution-soccer-2018,Sports,E,XOne,Konami Digital Entertainment,Konami Digital Entertainment,,,,,0.12,0.06,0.05,,0.01,2017,24th Apr 18,http://www.vgchartz.com/game/180532/pro-evolution-soccer-2018/?region=All,1,,/games/boxart/full_1465976PALFrontccc.jpg
11541,7 Days to Die,7-days-to-die,Action,M,XOne,Telltale Games,The Fun Pimps,,,,,0.12,0.09,0.02,,0.01,2016,31st May 18,http://www.vgchartz.com/game/103411/7-days-to-die/?region=All,1,,/games/boxart/full_9563805AmericaFrontccc.jpeg
11591,Zombie Army Trilogy,zombie-army-trilogy,Shooter,M,XOne,Rebellion Developments,Rebellion Developments,,,,,0.12,0.05,0.05,,0.01,2015,30th May 18,http://www.vgchartz.com/game/85069/zombie-army-trilogy/?region=All,1,,/games/boxart/full_6636208AmericaFrontccc.jpg
11849,The Elder Scrolls Online: Summerset,the-elder-scrolls-online-summerset,MMO,M,XOne,Bethesda Softworks,ZeniMax Online Studios,,,,,0.11,0.09,0.01,,0.01,2018,15th Sep 18,http://www.vgchartz.com/game/221482/the-elder-scrolls-online-summerset/?region=All,1,,/games/boxart/full_1803783AmericaFrontccc.jpg
11869,Prototype: Biohazard Bundle,prototype-biohazard-bundle,Action,,XOne,Activision,Activision,,,,,0.11,0.1,,,0.01,2016,,http://www.vgchartz.com/game/132800/prototype-biohazard-bundle/?region=All,1,,/games/boxart/full_2563467AmericaFrontccc.jpg
11897,Ride,ride,Racing,E,XOne,Milestone S.r.l.,Milestone S.r.l.,,,,,0.11,0.05,0.05,,0.01,2015,24th Apr 18,http://www.vgchartz.com/game/85107/ride/?region=All,1,,/games/boxart/full_2118405AmericaFrontccc.jpg
11925,Agents of Mayhem,agents-of-mayhem,Action,M,XOne,Deep Silver,Volition Inc.,,,,,0.11,0.07,0.03,,0.01,2017,24th Jun 18,http://www.vgchartz.com/game/117549/agents-of-mayhem/?region=All,1,,/games/boxart/full_4038673AmericaFrontccc.jpg
12003,Burnout Paradise Remastered,burnout-paradise-remastered,Racing,E10,XOne,Electronic Arts,Stellar Entertainment,,8,,,0.11,0.06,0.04,,0.01,2018,24th Feb 18,http://www.vgchartz.com/game/221165/burnout-paradise-remastered/?region=All,1,,/games/boxart/full_6900526AmericaFrontccc.png
12017,Metal Gear Solid V: The Definitive Experience,metal-gear-solid-v-the-definitive-experience,Action,M,XOne,Konami Digital Entertainment,Kojima Productions,,,,,0.11,0.1,,,0.01,2016,29th May 18,http://www.vgchartz.com/game/132808/metal-gear-solid-v-the-definitive-experience/?region=All,1,,/games/boxart/full_341124AmericaFrontccc.jpg
12054,Killer Instinct (2013),killer-instinct-2013,Fighting,T,XOne,Microsoft Studios,Iron Galaxy,,,,,0.11,0.07,0.03,,0.01,2014,09th Aug 18,http://www.vgchartz.com/game/73067/killer-instinct-2013/?region=All,1,,/games/boxart/full_257651AmericaFrontccc.jpg
12135,Dark Souls: Remastered,dark-souls-remastered,Role-Playing,M,XOne,Bandai Namco Entertainment,From Software,,8,,,0.11,0.07,0.03,,0.01,2018,05th Jun 18,http://www.vgchartz.com/game/220637/dark-souls-remastered/?region=All,1,,/games/boxart/full_8881652AmericaFrontccc.jpg
12302,MXGP 2,mxgp-2,Racing,E,XOne,Milestone S.r.l,Milestone S.r.l.,,,,,0.1,0.07,0.02,,0.01,2016,19th Jun 18,http://www.vgchartz.com/game/86445/mxgp-2/?region=All,1,,/games/boxart/full_2479908AmericaFrontccc.jpg
12328,NASCAR Heat 3,nascar-heat-3,Racing,,XOne,704Games,Monster Games,,,,,0.1,0.09,,,0.01,2018,09th Jul 18,http://www.vgchartz.com/game/222333/nascar-heat-3/?region=All,1,,/games/boxart/full_5060333AmericaFrontccc.jpg
12352,Starlink: Battle for Atlas,starlink-battle-for-atlas,Action-Adventure,E10,XOne,Ubisoft,Ubisoft Toronto,,,,,0.1,0.09,,,0.01,2018,22nd Mar 19,http://www.vgchartz.com/game/222158/starlink-battle-for-atlas/?region=All,1,,/games/boxart/full_2500209AmericaFrontccc.jpg
12402,NASCAR Heat Evolution,nascar-heat-evolution,Racing,,XOne,Dusenberry Martin Racing,Monster Games,,,,,0.1,0.09,,,0.01,2016,,http://www.vgchartz.com/game/114492/nascar-heat-evolution/?region=All,1,,/games/boxart/full_5806841AmericaFrontccc.jpg
12458,TrackMania Turbo,trackmania-turbo,Racing,E,XOne,Ubisoft,Nadeo,,,,,0.1,0.05,0.04,,0.01,2016,29th May 18,http://www.vgchartz.com/game/95353/trackmania-turbo/?region=All,1,,/games/boxart/full_2545159AmericaFrontccc.jpg
12466,Divinity: Original Sin,divinity-original-sin,Role-Playing,,XOne,Focus Home Interactive,Larian Studios,,,,,0.1,0.06,0.03,,0.01,2015,,http://www.vgchartz.com/game/85623/divinity-original-sin/?region=All,1,,/games/boxart/full_8576053AmericaFrontccc.jpg
12543,Sega Genesis Classics,sega-genesis-classics,Misc,T,XOne,Sega,Sega,,,,,0.1,0.06,0.03,,0.01,2018,22nd Sep 18,http://www.vgchartz.com/game/221368/sega-genesis-classics/?region=All,1,,/games/boxart/full_7352761AmericaFrontccc.jpg
12555,Dead or Alive 5 Last Round,dead-or-alive-5-last-round,Fighting,M,XOne,Tecmo Koei,Team Ninja,,7.5,,,0.1,0.05,0.03,0.01,0.01,2015,20th Nov 18,http://www.vgchartz.com/game/85040/dead-or-alive-5-last-round/?region=All,1,,/games/boxart/full_4315490AmericaFrontccc.jpg
12562,Pro Evolution Soccer 2017,pro-evolution-soccer-2017,Sports,E,XOne,Konami Digital Entertainment,PES Productions,,,,,0.1,0.05,0.03,,0.01,2016,14th Apr 18,http://www.vgchartz.com/game/126530/pro-evolution-soccer-2017/?region=All,1,,/games/boxart/full_6702508AmericaFrontccc.jpg
12579,Resident Evil: Origins Collection,resident-evil-origins-collection,Action-Adventure,M,XOne,Capcom,Capcom,,,,,0.1,0.07,0.02,,0.01,2016,04th Sep 18,http://www.vgchartz.com/game/85545/resident-evil-origins-collection/?region=All,1,,/games/boxart/full_4880577AmericaFrontccc.jpg
12587,Sword Art Online: Fatal Bullet,sword-art-online-fatal-bullet,Role-Playing,T,XOne,Namco Bandai Games,Dimps Corporation,,,,,0.1,0.09,,,0.01,2018,23rd Feb 18,http://www.vgchartz.com/game/203228/sword-art-online-fatal-bullet/?region=All,1,,/games/boxart/full_6822388AmericaFrontccc.jpg
12630,Yooka-Laylee,yooka-laylee,Platform,E10,XOne,Sold Out,Playtonic Games,,,9.3,,0.1,0.05,0.04,,0.01,2017,31st May 18,http://www.vgchartz.com/game/85443/yooka-laylee/?region=All,1,,/games/boxart/full_3314309AmericaFrontccc.jpg
12631,Real Farm,real-farm,Simulation,E,XOne,Soedesco,Triangle Studios,,,,,0.1,0.08,,,0.01,2017,07th Aug 18,http://www.vgchartz.com/game/212050/real-farm/?region=All,1,,/games/boxart/full_4557954AmericaFrontccc.jpg
12638,Slime Rancher,slime-rancher,Simulation,E10,XOne,Skybound Games,Monomi Park,,,,,0.1,0.08,,,0.01,2018,07th Aug 18,http://www.vgchartz.com/game/222537/slime-rancher/?region=All,1,,/games/boxart/full_177978AmericaFrontccc.jpg
12657,Nickelodeon Kart Racers,nickelodeon-kart-racers,Racing,E,XOne,GameMill Entertainment,Solutions 2 Go,,,,,0.09,0.08,,,0.01,2018,09th Feb 19,http://www.vgchartz.com/game/222198/nickelodeon-kart-racers/?region=All,1,,/games/boxart/full_4212172PALFrontccc.jpg
12668,We Happy Few,we-happy-few,Action-Adventure,M,XOne,Gearbox Software,Compulsion Games,,,,,0.09,0.07,0.01,,0.01,2018,17th Sep 18,http://www.vgchartz.com/game/204843/we-happy-few/?region=All,1,,/games/boxart/full_5651077AmericaFrontccc.jpg
12669,Duke Nukem 3D: 20th Anniversary World Tour,duke-nukem-3d-20th-anniversary-world-tour,Shooter,M,XOne,Gearbox Software,Gearbox Software,,,,,0.09,0.08,,,0.01,2016,23rd Nov 18,http://www.vgchartz.com/game/137634/duke-nukem-3d-20th-anniversary-world-tour/?region=All,1,,/games/boxart/full_5944145AmericaFrontccc.jpg
12938,Life Is Strange: Before the Storm,life-is-strange-before-the-storm,Adventure,M,XOne,Square Enix,Deck Nine,,,,,0.09,0.07,0,,0.01,2018,09th Jul 18,http://www.vgchartz.com/game/220161/life-is-strange-before-the-storm/?region=All,1,,/games/boxart/full_8488396AmericaFrontccc.png
12953,The Wolf Among Us,the-wolf-among-us,Adventure,,XOne,Telltale Games,Telltale Games,,,,,0.09,0.06,0.02,,0.01,2014,,http://www.vgchartz.com/game/84784/the-wolf-among-us/?region=All,1,,/games/boxart/full_4441286PALFrontccc.jpg
12989,Attack on Titan 2,attack-on-titan-2,Action,M,XOne,Koei Tecmo,Omega Force,,7,,,0.09,0.08,,,0.01,2018,30th Mar 18,http://www.vgchartz.com/game/212036/attack-on-titan-2/?region=All,1,,/games/boxart/full_9201675AmericaFrontccc.jpg
13018,Rugby 15,rugby-15,Sports,E,XOne,Maximum Games,HB Studios,,,,,0.09,0.03,0.05,,0.01,2015,17th Sep 18,http://www.vgchartz.com/game/85128/rugby-15/?region=All,1,,/games/boxart/full_1913603AmericaFrontccc.jpg
13049,MXGP 3: The Official Motocross Videogame,mxgp-3-the-official-motocross-videogame,Racing,E,XOne,Milestone,Milestone,,,,,0.09,0.06,0.02,,0.01,2017,25th Jun 18,http://www.vgchartz.com/game/158277/mxgp-3-the-official-motocross-videogame/?region=All,1,,/games/boxart/full_9198835AmericaFrontccc.jpg
13091,Bladestorm: Nightmare,bladestorm-nightmare,Action,T,XOne,Tecmo Koei,Omega Force,,,,,0.08,0.06,0.02,,0.01,2015,30th May 18,http://www.vgchartz.com/game/84864/bladestorm-nightmare/?region=All,1,,/games/boxart/full_7402708AmericaFrontccc.jpg
13107,Monster Energy Supercross - The Official Videogame,monster-energy-supercross-the-official-videogame,Racing,E,XOne,Milestone S.r.l.,Milestone S.r.l.,,,,,0.08,0.08,,,0.01,2018,23rd Mar 18,http://www.vgchartz.com/game/217426/monster-energy-supercross-the-official-videogame/?region=All,1,,/games/boxart/full_4183676AmericaFrontccc.jpg
13108,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,americas-greatest-game-shows-wheel-of-fortune-amp-jeopardy,Misc,E,XOne,Ubisoft,Ubisoft,,,,,0.08,0.08,,,0.01,2017,02nd Aug 18,http://www.vgchartz.com/game/213659/americas-greatest-game-shows-wheel-of-fortune-amp-jeopardy/?region=All,1,,/games/boxart/full_1701711AmericaFrontccc.jpg
13137,TT Isle of Man: Ride on the Edge,tt-isle-of-man-ride-on-the-edge,Racing,E,XOne,Big Ben Interactive,Kylotonn,,,,,0.08,0.05,0.03,,0.01,2018,07th Mar 18,http://www.vgchartz.com/game/221259/tt-isle-of-man-ride-on-the-edge/?region=All,1,,/games/boxart/full_8730616AmericaFrontccc.jpg
13160,Dead Island Definitive Collection,dead-island-definitive-collection,Action,,XOne,Deep Silver,Techland,,,,,0.08,0.05,0.03,,0.01,2016,,http://www.vgchartz.com/game/94670/dead-island-definitive-collection/?region=All,1,,/games/boxart/full_9177743PALFrontccc.jpg
13161,Ride 2,ride-2,Racing,E,XOne,Milestone S.r.l,Milestone S.r.l.,,,,,0.08,0.06,0.01,,0.01,2017,25th Jun 18,http://www.vgchartz.com/game/117551/ride-2/?region=All,1,,/games/boxart/full_1254714AmericaFrontccc.jpg
13178,Elite: Dangerous,elite-dangerous,Simulation,T,XOne,Frontier Developments,Frontier Developments,,,,,0.08,0.07,,,0.01,2017,15th Jun 18,http://www.vgchartz.com/game/86118/elite-dangerous/?region=All,1,,/games/boxart/full_8237214AmericaFrontccc.jpg
13187,Just Dance: Disney Party 2,just-dance-disney-party-2,Music,E,XOne,Ubisoft,Ubisoft San Francisco,,,,,0.08,0.06,0.01,,0.01,2015,07th Apr 18,http://www.vgchartz.com/game/85870/just-dance-disney-party-2/?region=All,1,,/games/boxart/full_2973918AmericaFrontccc.jpg
13255,Bulletstorm: Full Clip Edition,bulletstorm-full-clip-edition,Shooter,M,XOne,Gearbox Software,People Can Fly,,,,,0.08,0.06,0.01,,0.01,2017,25th Jun 18,http://www.vgchartz.com/game/158280/bulletstorm-full-clip-edition/?region=All,1,,/games/boxart/full_6325949AmericaFrontccc.jpg
13330,Micro Machines: World Series,micro-machines-world-series,Racing,,XOne,Codemasters,Codemasters,,,,,0.08,0.02,0.05,,0.01,2017,30th May 18,http://www.vgchartz.com/game/159399/micro-machines-world-series/?region=All,1,,/games/boxart/full_1334704PALFrontccc.jpg
13345,Darksiders II: Deathinitive Edition,darksiders-ii-deathinitive-edition,Action-Adventure,M,XOne,Nordic Games,Gunfire Games,,7.5,,,0.08,0.05,0.03,,0.01,2015,02nd Oct 18,http://www.vgchartz.com/game/85863/darksiders-ii-deathinitive-edition/?region=All,1,,/games/boxart/full_526272AmericaFrontccc.jpg
13346,Dynasty Warriors 9,dynasty-warriors-9,Action,T,XOne,Tecmo Koei,Omega Force,,,,,0.08,0.06,0.01,,0.01,2018,31st Dec 17,http://www.vgchartz.com/game/220250/dynasty-warriors-9/?region=All,1,7,/games/boxart/full_8365572AmericaFrontccc.jpg
13361,Sherlock Holmes: Crimes & Punishments,sherlock-holmes-crimes-amp-punishments,Adventure,M,XOne,Focus Home Interactive,Frogwares,,,,,0.08,0.03,0.04,,0.01,2014,18th Apr 18,http://www.vgchartz.com/game/84659/sherlock-holmes-crimes-amp-punishments/?region=All,1,,/games/boxart/full_4071566AmericaFrontccc.jpg
13400,Overcooked! 2,overcooked-2,Simulation,,XOne,Sold Out,Ghost Town Games,,,,,0.08,0.07,0,,0.01,2018,14th Jun 18,http://www.vgchartz.com/game/222191/overcooked-2/?region=All,1,,/games/boxart/full_5805293AmericaFrontccc.jpg
13449,MX vs ATV All Out,mx-vs-atv-all-out,Racing,E10,XOne,THQ Nordic,Rainbow Studios,,,,,0.08,0.07,,,0.01,2018,23rd Mar 18,http://www.vgchartz.com/game/220573/mx-vs-atv-all-out/?region=All,1,,/games/boxart/full_171587AmericaFrontccc.jpg
13450,Toy Soldiers: War Chest,toy-soldiers-war-chest,Action,T,XOne,Ubisoft,Signal Studios,,,,,0.08,0.07,,,0.01,2015,25th Jun 18,http://www.vgchartz.com/game/84072/toy-soldiers-war-chest/?region=All,1,,/games/boxart/full_9785935AmericaFrontccc.jpg
13495,BlazBlue: Chrono Phantasma Extend,blazblue-chrono-phantasma-extend,Fighting,T,XOne,Arc System Works,Arc System Works,,,,,0.08,0.06,0.01,,0.01,2015,03rd Jun 18,http://www.vgchartz.com/game/85446/blazblue-chrono-phantasma-extend/?region=All,1,,/games/boxart/full_5128509AmericaFrontccc.jpg
13603,Metal Gear Survive,metal-gear-survive,Action,M,XOne,Konami Digital Entertainment,Konami Digital Entertainment,,,,,0.08,0.05,0.01,,0.01,2018,25th Feb 18,http://www.vgchartz.com/game/213648/metal-gear-survive/?region=All,1,,/games/boxart/full_3581703AmericaFrontccc.jpg
13611,Shovel Knight,shovel-knight,Platform,E,XOne,Yacht Club Games,Yacht Club Games,,,,0.08,,,,,,2015,21st Nov 18,http://www.vgchartz.com/game/85566/shovel-knight/?region=All,1,,/games/boxart/full_749154AmericaFrontccc.jpg
13644,The Golf Club,the-golf-club,Sports,E,XOne,Maximum Games,HB Studios,,,,,0.07,0.07,,,0.01,2015,10th Nov 18,http://www.vgchartz.com/game/78420/the-golf-club/?region=All,1,,/games/boxart/full_2776146AmericaFrontccc.jpg
13688,Batman: A Telltale Game Series,batman-a-telltale-game-series,Adventure,M,XOne,Telltale Games,Telltale Games,,,,,0.07,0.06,0.01,,0.01,2016,16th Apr 18,http://www.vgchartz.com/game/124376/batman-a-telltale-game-series/?region=All,1,,/games/boxart/full_8342191AmericaFrontccc.jpg
13690,Constructor HD,constructor-hd,Strategy,,XOne,Deep Silver,System 3,,,,,0.07,0.07,,,0.01,2017,11th Aug 18,http://www.vgchartz.com/game/172864/constructor-hd/?region=All,1,,/games/boxart/full_8610775PALFrontccc.jpg
