Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url
108,Grand Theft Auto V,grand-theft-auto-v,Action,M,XOne,Rockstar Games,Rockstar North,,9,9,,8.72,4.7,3.25,0.01,0.76,2014,11th Apr 18,http://www.vgchartz.com/game/73074/grand-theft-auto-v/?region=All,1,,/games/boxart/full_8047513AmericaFrontccc.jpg
135,Call of Duty: Black Ops 3,call-of-duty-black-ops-3,Shooter,M,XOne,Activision,Treyarch,,,,,7.37,4.63,2.04,0.02,0.68,2015,14th Jan 18,http://www.vgchartz.com/game/85358/call-of-duty-black-ops-3/?region=All,1,,/games/boxart/full_8414457AmericaFrontccc.jpg
173,Call of Duty: WWII,call-of-duty-wwii,Shooter,M,XOne,Activision,Sledgehammer Games,,,,,6.23,3.75,1.91,,0.57,2017,30th Dec 17,http://www.vgchartz.com/game/170598/call-of-duty-wwii/?region=All,1,,/games/boxart/full_9289123AmericaFrontccc.jpg
189,Red Dead Redemption 2,red-dead-redemption-2,Action-Adventure,M,XOne,Rockstar Games,Rockstar Games,,,,,5.77,3.76,1.47,,0.54,2018,02nd Nov 18,http://www.vgchartz.com/game/140684/red-dead-redemption-2/?region=All,1,,/games/boxart/full_1425733AmericaFrontccc.jpg
212,Minecraft,minecraft,Misc,E10,XOne,Microsoft Studios,Mojang,,,,,5.43,3.23,1.71,,0.49,2014,14th Sep 18,http://www.vgchartz.com/game/73065/minecraft/?region=All,1,,/games/boxart/full_739755AmericaFrontccc.jpg
230,Call of Duty: Advanced Warfare,call-of-duty-advanced-warfare,Shooter,M,XOne,Activision,Sledgehammer Games,,8.3,,,5.22,3.25,1.49,0.01,0.48,2014,01st Jan 18,http://www.vgchartz.com/game/81798/call-of-duty-advanced-warfare/?region=All,1,,/games/boxart/full_6401955AmericaFrontccc.jpg
239,Battlefield 1,battlefield-1,Shooter,M,XOne,Electronic Arts,EA DICE,,,,,5.13,3.37,1.26,0.02,0.48,2016,24th Mar 18,http://www.vgchartz.com/game/110844/battlefield-1/?region=All,1,,/games/boxart/full_601699AmericaFrontccc.png
251,Fallout 4,fallout-4,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Game Studios,,8.4,,,5.03,2.94,1.62,0.02,0.45,2015,24th Mar 18,http://www.vgchartz.com/game/85598/fallout-4/?region=All,1,,/games/boxart/full_4876777AmericaFrontccc.jpg
259,Halo 5: Guardians,halo-5-guardians,Shooter,T,XOne,Microsoft Studios,343 Industries,,8.6,,5,,,,,,2015,24th Mar 18,http://www.vgchartz.com/game/82148/halo-5-guardians/?region=All,1,,/games/boxart/full_5219144AmericaFrontccc.jpg
272,Call of Duty: Black Ops IIII,call-of-duty-black-ops-iiii,Shooter,M,XOne,Activision,Treyarch,,,,,4.85,3.27,1.12,,0.46,2018,07th Nov 18,http://www.vgchartz.com/game/221290/call-of-duty-black-ops-iiii/?region=All,1,,/games/boxart/full_1714505AmericaFrontccc.jpg
276,Call of Duty: Infinite Warfare,call-of-duty-infinite-warfare,Shooter,M,XOne,Activision,Infinity Ward,,,,,4.79,2.91,1.44,,0.44,2016,24th Mar 18,http://www.vgchartz.com/game/108778/call-of-duty-infinite-warfare/?region=All,1,,/games/boxart/full_8795174AmericaFrontccc.jpg
349,Star Wars Battlefront (2015),star-wars-battlefront-2015,Shooter,T,XOne,Electronic Arts,EA DICE,,6.9,,,4.15,2.49,1.26,0.02,0.38,2015,24th Mar 18,http://www.vgchartz.com/game/83363/star-wars-battlefront-2015/?region=All,1,,/games/boxart/full_8451662AmericaFrontccc.jpg
408,FIFA 17,fifa-17,Sports,E,XOne,Electronic Arts,EA Canada,,8.8,,,3.71,1.04,2.4,,0.27,2016,28th Mar 18,http://www.vgchartz.com/game/117271/fifa-17/?region=All,1,,/games/boxart/full_9060196AmericaFrontccc.jpg
425,Gears of War: Ultimate Edition,gears-of-war-ultimate-edition,Shooter,M,XOne,Microsoft Studios,The Coalition,,,,,3.62,2.88,0.37,,0.37,2015,10th Aug 18,http://www.vgchartz.com/game/85776/gears-of-war-ultimate-edition/?region=All,1,,/games/boxart/full_2147040AmericaFrontccc.jpg
432,Assassin's Creed: Unity,assassins-creed-unity,Action,M,XOne,Ubisoft,Ubisoft Montreal,,,,,3.58,2.34,0.9,0,0.34,2014,04th May 18,http://www.vgchartz.com/game/80236/assassins-creed-unity/?region=All,1,,/games/boxart/full_8320518AmericaFrontccc.jpg
465,Halo: The Master Chief Collection,halo-the-master-chief-collection,Shooter,M,XOne,Microsoft Studios,343 Industries,,,,,3.44,2.06,1.04,0.03,0.31,2014,24th Mar 18,http://www.vgchartz.com/game/83194/halo-the-master-chief-collection/?region=All,1,,/games/boxart/full_1508066AmericaFrontccc.jpg
471,Destiny,destiny,Shooter,T,XOne,Activision,Bungie,,8.3,,,3.41,2.17,0.92,,0.32,2014,12th Jan 18,http://www.vgchartz.com/game/71524/destiny/?region=All,1,,/games/boxart/full_4214879AmericaFrontccc.jpg
477,Gears of War 4,gears-of-war-4,Shooter,M,XOne,Microsoft Studios,The Coalition,,,,,3.38,2.17,0.9,,0.32,2016,13th Jan 18,http://www.vgchartz.com/game/85730/gears-of-war-4/?region=All,1,,/games/boxart/full_3672619AmericaFrontccc.png
506,FIFA 16,fifa-16,Sports,E,XOne,EA Sports,EA Canada,,8.5,,,3.25,0.92,2.1,,0.24,2015,01st Apr 18,http://www.vgchartz.com/game/85614/fifa-16/?region=All,1,,/games/boxart/full_8789149AmericaFrontccc.jpg
526,FIFA 18,fifa-18,Sports,E,XOne,EA Sports,EA Vancouver,,8,,,3.14,0.98,1.92,,0.23,2017,02nd Apr 18,http://www.vgchartz.com/game/180524/fifa-18/?region=All,1,,/games/boxart/full_6019647AmericaFrontccc.jpg
536,Titanfall,titanfall,Shooter,M,XOne,Electronic Arts,Respawn Entertainment,,,,,3.11,1.88,0.91,0.04,0.28,2014,12th Jan 18,http://www.vgchartz.com/game/72891/titanfall/?region=All,1,,/games/boxart/full_8915130AmericaFrontccc.jpg
545,Call of Duty: Ghosts,call-of-duty-ghosts,Shooter,M,XOne,Activision,Infinity Ward,,7.5,,,3.07,1.92,0.86,,0.28,2013,21st Mar 18,http://www.vgchartz.com/game/72087/call-of-duty-ghosts/?region=All,1,,/games/boxart/full_3011020AmericaFrontccc.jpg
658,Overwatch,overwatch,Shooter,T,XOne,Blizzard Entertainment,Blizzard Entertainment,,8.7,,,2.72,1.63,0.84,,0.25,2016,24th Mar 18,http://www.vgchartz.com/game/86156/overwatch/?region=All,1,,/games/boxart/full_9999663AmericaFrontccc.jpg
662,Tom Clancy's Rainbow Six: Siege,tom-clancys-rainbow-six-siege,Shooter,M,XOne,Ubisoft,Ubisoft Montreal,,,,,2.71,1.62,0.84,,0.25,2015,09th Jan 18,http://www.vgchartz.com/game/82932/tom-clancys-rainbow-six-siege/?region=All,1,,/games/boxart/full_240599AmericaFrontccc.jpg
696,Dead Rising 3,dead-rising-3,Action,M,XOne,Microsoft Studios,Capcom,,,,2.6,,,,,,2013,24th Mar 18,http://www.vgchartz.com/game/73076/dead-rising-3/?region=All,1,7.9,/games/boxart/full_626152AmericaFrontccc.jpg
703,Tom Clancy's The Division,tom-clancys-the-division,Shooter,M,XOne,Ubisoft,Massive Entertainment,,,,,2.59,1.54,0.82,,0.24,2016,04th May 18,http://www.vgchartz.com/game/73094/tom-clancys-the-division/?region=All,1,,/games/boxart/full_7275072AmericaFrontccc.jpg
736,Forza Horizon 3,forza-horizon-3,Racing,E,XOne,Microsoft Studios,Playground Games,,9,,2.5,,,,,,2016,13th Jan 18,http://www.vgchartz.com/game/119955/forza-horizon-3/?region=All,1,,/games/boxart/full_8430955AmericaFrontccc.jpg
748,Assassin's Creed Origins,assassins-creed-origins,Action,M,XOne,Ubisoft,Ubisoft Montreal,,,,,2.47,1.34,0.92,,0.22,2017,10th Jan 18,http://www.vgchartz.com/game/181688/assassins-creed-origins/?region=All,1,,/games/boxart/full_9921323AmericaFrontccc.jpg
755,Madden NFL 16,madden-nfl-16,Sports,E,XOne,EA Sports,EA Tiburon,,8.4,,,2.47,2.13,0.08,,0.26,2015,31st Mar 18,http://www.vgchartz.com/game/85397/madden-nfl-16/?region=All,1,,/games/boxart/full_8506523AmericaFrontccc.jpg
760,Madden NFL 17,madden-nfl-17,Sports,E,XOne,EA Sports,EA Tiburon,,8.1,,,2.44,2.14,0.04,,0.26,2016,01st Apr 18,http://www.vgchartz.com/game/86432/madden-nfl-17/?region=All,1,,/games/boxart/full_7744633AmericaFrontccc.jpg
775,NBA 2K16,nba-2k16,Sports,E10,XOne,2K Sports,Visual Concepts,,8.3,,,2.41,2.01,0.15,,0.25,2015,28th Mar 18,http://www.vgchartz.com/game/85555/nba-2k16/?region=All,1,,/games/boxart/full_4368420AmericaFrontccc.jpg
779,Forza Motorsport 5,forza-motorsport-5,Racing,E,XOne,Microsoft Studios,Turn 10 Studios,,,,,2.4,1.28,0.9,0.01,0.21,2013,15th Jan 18,http://www.vgchartz.com/game/72222/forza-motorsport-5/?region=All,1,,/games/boxart/full_1540980PALFrontccc.jpg
809,Destiny 2,destiny-2,Shooter,T,XOne,Activision,Bungie,,,,,2.35,1.66,0.47,,0.23,2017,20th Apr 18,http://www.vgchartz.com/game/166063/destiny-2/?region=All,1,,/games/boxart/full_1717270AmericaFrontccc.jpg
822,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action,M,XOne,Ubisoft,Ubisoft Montreal,,8.3,,,2.32,1.51,0.59,,0.22,2013,14th Mar 18,http://www.vgchartz.com/game/71598/assassins-creed-iv-black-flag/?region=All,1,,/games/boxart/full_8164194AmericaFrontccc.jpg
871,FIFA 19,fifa-19,Sports,E,XOne,Electronic Arts,EA Sports,,,,,2.22,0.56,1.5,,0.16,2018,12th Sep 18,http://www.vgchartz.com/game/222163/fifa-19/?region=All,1,,/games/boxart/full_4884699AmericaFrontccc.jpg
890,FIFA 15,fifa-15,Sports,E,XOne,EA Sports,EA Canada,,7.9,,,2.19,0.64,1.39,,0.16,2014,23rd Mar 18,http://www.vgchartz.com/game/82923/fifa-15/?region=All,1,,/games/boxart/full_7194287AmericaFrontccc.jpg
906,PlayerUnknown's Battlegrounds,playerunknowns-battlegrounds,Shooter,T,XOne,Microsoft Studios,PUBG Corporation,,,,,2.17,1.29,0.69,,0.2,2017,16th Jan 18,http://www.vgchartz.com/game/215989/playerunknowns-battlegrounds/?region=All,1,,/games/boxart/full_8126502AmericaFrontccc.jpg
942,Battlefield 4,battlefield-4,Shooter,M,XOne,Electronic Arts,EA DICE,,,,,2.09,1.26,0.65,,0.19,2013,05th Jan 18,http://www.vgchartz.com/game/72221/battlefield-4/?region=All,1,,/games/boxart/full_339436AmericaFrontccc.png
991,NBA 2K17,nba-2k17,Sports,E,XOne,2K Sports,Visual Concepts,,8.8,,,2.04,1.7,0.12,,0.21,2016,28th Mar 18,http://www.vgchartz.com/game/103819/nba-2k17/?region=All,1,,/games/boxart/full_4651786AmericaFrontccc.jpg
1002,NBA 2K18,nba-2k18,Sports,E10,XOne,2K Sports,Visual Concepts,,7.7,,,2.02,1.67,0.14,,0.21,2017,02nd Apr 18,http://www.vgchartz.com/game/174554/nba-2k18/?region=All,1,,/games/boxart/full_1524157AmericaFrontccc.jpg
1070,Star Wars Battlefront II (2017),star-wars-battlefront-ii-2017,Shooter,T,XOne,Electronic Arts,EA DICE,,,,,1.92,1.15,0.59,,0.17,2017,29th Dec 17,http://www.vgchartz.com/game/169394/star-wars-battlefront-ii-2017/?region=All,1,,/games/boxart/full_4909422AmericaFrontccc.jpg
1077,Madden NFL 18,madden-nfl-18,Sports,E,XOne,EA Sports,EA Tiburon,,8.8,,,1.91,1.63,0.07,,0.2,2017,03rd Apr 18,http://www.vgchartz.com/game/158153/madden-nfl-18/?region=All,1,,/games/boxart/full_1453628AmericaFrontccc.jpg
1123,Forza Horizon 4,forza-horizon-4,Racing,E,XOne,Microsoft Studios,Playground Games,,9.2,,,1.84,0.74,0.95,0.01,0.15,2018,01st Oct 18,http://www.vgchartz.com/game/222117/forza-horizon-4/?region=All,1,,/games/boxart/full_631964AmericaFrontccc.jpg
1131,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Softworks,,8.1,,,1.83,1.13,0.53,,0.17,2016,01st Apr 18,http://www.vgchartz.com/game/119947/the-elder-scrolls-v-skyrim-special-edition/?region=All,1,,/games/boxart/full_5767716AmericaFrontccc.jpg
1167,Far Cry 5,far-cry-5,Action,M,XOne,Ubisoft,Ubisoft Montreal,,7.2,,,1.78,1.14,0.47,,0.17,2018,28th Feb 18,http://www.vgchartz.com/game/177922/far-cry-5/?region=All,1,,/games/boxart/full_4313557AmericaFrontccc.jpg
1202,Mortal Kombat X,mortal-kombat-x,Fighting,M,XOne,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,1.74,1.34,0.23,,0.18,2015,04th Jan 18,http://www.vgchartz.com/game/82692/mortal-kombat-x/?region=All,1,,/games/boxart/full_7809474AmericaFrontccc.jpg
1206,NBA 2K15,nba-2k15,Sports,E,XOne,2K Sports,Visual Concepts,,,,,1.74,1.39,0.18,,0.18,2014,04th Jan 18,http://www.vgchartz.com/game/78585/nba-2k15/?region=All,1,,/games/boxart/full_9681367AmericaFrontccc.png
1208,The Witcher 3: Wild Hunt,the-witcher-3-wild-hunt,Role-Playing,M,XOne,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,,,1.74,0.97,0.61,0.01,0.15,2015,24th Mar 18,http://www.vgchartz.com/game/71481/the-witcher-3-wild-hunt/?region=All,1,,/games/boxart/full_4545317AmericaFrontccc.jpg
1209,NBA 2K19,nba-2k19,Sports,E,XOne,2K Sports,Visual Concepts,,,,,1.74,1.47,0.08,,0.18,2018,28th Jul 18,http://www.vgchartz.com/game/222083/nba-2k19/?region=All,1,,/games/boxart/full_1055578AmericaFrontccc.jpg
1271,Far Cry 4,far-cry-4,Shooter,M,XOne,Ubisoft,Ubisoft Montreal,,8.5,,,1.68,0.85,0.68,0.02,0.14,2014,23rd Jan 18,http://www.vgchartz.com/game/80323/far-cry-4/?region=All,1,,/games/boxart/full_7672549AmericaFrontccc.jpg
1314,Watch Dogs,watch-dogs,Action-Adventure,M,XOne,Ubisoft,Ubisoft Montreal,,,,,1.64,0.91,0.59,,0.15,2014,15th Mar 18,http://www.vgchartz.com/game/72078/watch-dogs/?region=All,1,,/games/boxart/full_7106511AmericaFrontccc.jpg
1345,Tom Clancy's Ghost Recon Wildlands,tom-clancys-ghost-recon-wildlands,Shooter,M,XOne,Ubisoft,Ubisoft Paris,,7.7,,,1.61,0.98,0.48,,0.15,2017,01st Apr 18,http://www.vgchartz.com/game/85752/tom-clancys-ghost-recon-wildlands/?region=All,1,,/games/boxart/full_8562505AmericaFrontccc.jpg
1349,Madden NFL 15,madden-nfl-15,Sports,E,XOne,EA Sports,EA Tiburon,,,,,1.6,1.34,0.1,,0.17,2014,04th Jan 18,http://www.vgchartz.com/game/81575/madden-nfl-15/?region=All,1,,/games/boxart/full_9753990AmericaFrontccc.jpeg
1384,Batman: Arkham Knight,batman-arkham-knight,Action,M,XOne,Warner Bros. Interactive Entertainment,Rocksteady Studios,,,,,1.58,0.97,0.46,,0.14,2015,04th Jan 18,http://www.vgchartz.com/game/79436/batman-arkham-knight/?region=All,1,,/games/boxart/full_7538612AmericaFrontccc.jpg
1413,Battlefield V,battlefield-v,Shooter,M,XOne,Electronic Arts,EA DICE,,,,,1.55,1.05,0.35,,0.15,2018,19th Dec 18,http://www.vgchartz.com/game/221994/battlefield-v/?region=All,1,,/games/boxart/full_3709002AmericaFrontccc.jpg
1446,Forza Motorsport 7,forza-motorsport-7,Racing,E,XOne,Microsoft Studios,Turn 10 Studios,,8.9,,,1.52,0.58,0.81,0.01,0.12,2017,12th Jan 18,http://www.vgchartz.com/game/181656/forza-motorsport-7/?region=All,1,,/games/boxart/full_9390152AmericaFrontccc.jpg
1466,Madden NFL 19,madden-nfl-19,Sports,,XOne,EA Sports,EA Tiburon,,,,,1.51,1.33,0.02,,0.16,2018,27th Feb 18,http://www.vgchartz.com/game/221182/madden-nfl-19/?region=All,1,,/games/boxart/full_3229235AmericaFrontccc.jpg
1475,ARK: Survival Evolved,ark-survival-evolved,Action-Adventure,T,XOne,Studio Wildcard,Studio Wildcard,,,,1.5,,,,,,2017,22nd Sep 18,http://www.vgchartz.com/game/182657/ark-survival-evolved/?region=All,1,,/games/boxart/full_962987AmericaFrontccc.png
1530,Dying Light,dying-light,Action,M,XOne,Warner Bros. Interactive Entertainment,Techland,,,,,1.47,1.01,0.31,0.01,0.14,2016,04th May 18,http://www.vgchartz.com/game/72233/dying-light/?region=All,1,,/games/boxart/full_1130191AmericaFrontccc.jpg
1532,Ryse: Son of Rome,ryse-son-of-rome,Action,M,XOne,Microsoft Studios,Crytek,,,,,1.47,0.84,0.49,0,0.13,2013,24th Mar 18,http://www.vgchartz.com/game/73070/ryse-son-of-rome/?region=All,1,,/games/boxart/full_1821842AmericaFrontccc.jpg
1535,Forza Horizon 2,forza-horizon-2,Racing,E10,XOne,Microsoft Studios,Playground Games,,,,,1.46,0.56,0.79,0.01,0.11,2014,24th Mar 18,http://www.vgchartz.com/game/82895/forza-horizon-2/?region=All,1,,/games/boxart/full_2408125AmericaFrontccc.jpg
1559,Doom (2016),doom-2016,Shooter,,XOne,Bethesda Softworks,id Software,,,,,1.45,0.76,0.57,,0.13,2016,,http://www.vgchartz.com/game/83087/doom-2016/?region=All,1,,/games/boxart/full_2011970AmericaFrontccc.jpg
1564,Assassin's Creed Syndicate,assassins-creed-syndicate,Action,M,XOne,Ubisoft,Ubisoft Quebec,,,,,1.44,0.71,0.61,,0.12,2015,14th Jan 18,http://www.vgchartz.com/game/85504/assassins-creed-syndicate/?region=All,1,,/games/boxart/full_601061AmericaFrontccc.jpg
1587,Middle-Earth: Shadow of Mordor,middle-earth-shadow-of-mordor,Action,M,XOne,Warner Bros. Interactive Entertainment,Monolith Productions,,,,,1.42,0.77,0.52,0.01,0.12,2014,04th May 18,http://www.vgchartz.com/game/77127/middle-earth-shadow-of-mordor/?region=All,1,,/games/boxart/full_388041AmericaFrontccc.jpg
1640,Assassin's Creed Odyssey,assassins-creed-odyssey,Action-Adventure,M,XOne,Ubisoft,Ubisoft Quebec,,,,,1.39,0.91,0.35,,0.13,2018,17th Nov 18,http://www.vgchartz.com/game/222150/assassins-creed-odyssey/?region=All,1,,/games/boxart/full_4256270AmericaFrontccc.jpg
1647,Rocket League,rocket-league,Sports,E,XOne,505 Games,Psyonix Studios,,8,,,1.38,0.52,0.75,,0.11,2016,04th Apr 18,http://www.vgchartz.com/game/86251/rocket-league/?region=All,1,,/games/boxart/full_9015416AmericaFrontccc.png
1650,The Elder Scrolls Online: Tamriel Unlimited,the-elder-scrolls-online-tamriel-unlimited,MMO,M,XOne,Bethesda Softworks,ZeniMax Online Studios,,,,,1.38,0.86,0.39,,0.13,2015,15th Sep 18,http://www.vgchartz.com/game/77052/the-elder-scrolls-online-tamriel-unlimited/?region=All,1,,/games/boxart/full_4478237AmericaFrontccc.jpg
1655,Titanfall 2,titanfall-2,Shooter,M,XOne,Electronic Arts,Respawn Entertainment,,,,,1.37,0.88,0.37,,0.13,2016,29th Jun 18,http://www.vgchartz.com/game/112244/titanfall-2/?region=All,1,,/games/boxart/full_4132820AmericaFrontccc.jpg
1701,Watch Dogs 2,watch-dogs-2,Action,,XOne,Ubisoft,Ubisoft,,,,,1.35,0.71,0.53,,0.12,2016,,http://www.vgchartz.com/game/86723/watch-dogs-2/?region=All,1,,/games/boxart/full_9236363AmericaFrontccc.png
1750,FIFA 14,fifa-14,Sports,E,XOne,EA Sports,EA Canada,,,,,1.31,0.44,0.78,,0.1,2013,15th Sep 18,http://www.vgchartz.com/game/72224/fifa-14/?region=All,1,,/games/boxart/full_5849917AmericaFrontccc.jpg
1825,Destiny: The Taken King,destiny-the-taken-king,Shooter,T,XOne,Activision,Bungie,,,,,1.27,0.91,0.23,,0.12,2015,20th Apr 18,http://www.vgchartz.com/game/85935/destiny-the-taken-king/?region=All,1,,/games/boxart/full_3592943AmericaFrontccc.jpg
1873,Battlefield: Hardline,battlefield-hardline,Shooter,M,XOne,Electronic Arts,EA DICE,,,,,1.24,0.73,0.39,0.01,0.11,2015,11th Apr 18,http://www.vgchartz.com/game/82887/battlefield-hardline/?region=All,1,,/games/boxart/full_815951AmericaFrontccc.png
2006,Sunset Overdrive,sunset-overdrive,Action,M,XOne,Microsoft Studios,Insomniac Games,,8,,,1.16,0.64,0.42,0,0.1,2014,06th Jan 18,http://www.vgchartz.com/game/73069/sunset-overdrive/?region=All,1,,/games/boxart/full_7798502AmericaFrontccc.png
2045,Middle-Earth: Shadow of War,middle-earth-shadow-of-war,Action,M,XOne,Warner Bros. Interactive Entertainment,Monolith Productions,,,,,1.15,0.75,0.29,,0.11,2017,10th Jan 18,http://www.vgchartz.com/game/158746/middle-earth-shadow-of-war/?region=All,1,,/games/boxart/full_7329069AmericaFrontccc.png
2046,Lego Marvel Super Heroes,lego-marvel-super-heroes,Action,E10,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,,1.15,0.61,0.44,,0.1,2013,01st Dec 18,http://www.vgchartz.com/game/75582/lego-marvel-super-heroes/?region=All,1,,/games/boxart/full_767000AmericaFrontccc.jpeg
2071,Final Fantasy XV,final-fantasy-xv,Role-Playing,T,XOne,Square Enix,Square Enix,,,,,1.14,0.72,0.3,0.01,0.11,2016,03rd May 18,http://www.vgchartz.com/game/73943/final-fantasy-xv/?region=All,1,,/games/boxart/full_4029717JapanFrontccc.jpg
2133,Mafia III,mafia-iii,Action-Adventure,M,XOne,2K Games,Hangar 13,,6.8,,,1.11,0.54,0.48,,0.09,2016,02nd Apr 18,http://www.vgchartz.com/game/85865/mafia-iii/?region=All,1,,/games/boxart/full_1341518AmericaFrontccc.jpg
2318,Diablo III: Ultimate Evil Edition,diablo-iii-ultimate-evil-edition,Role-Playing,M,XOne,Blizzard Entertainment,Blizzard Entertainment,,,,,1.04,0.62,0.32,,0.09,2014,25th Mar 19,http://www.vgchartz.com/game/83198/diablo-iii-ultimate-evil-edition/?region=All,1,,/games/boxart/full_1907423AmericaFrontccc.jpg
2324,Resident Evil VII: Biohazard,resident-evil-vii-biohazard,Action,M,XOne,Capcom,Capcom,,7.9,,1.04,,,,,,2017,15th Jan 18,http://www.vgchartz.com/game/120128/resident-evil-vii-biohazard/?region=All,1,,/games/boxart/full_5960719AmericaFrontccc.jpg
2367,Just Cause 3,just-cause-3,Action-Adventure,M,XOne,Square Enix,Avalanche Studios,,7,,,1.01,0.52,0.41,,0.09,2015,04th Apr 18,http://www.vgchartz.com/game/84820/just-cause-3/?region=All,1,,/games/boxart/full_4923586AmericaFrontccc.jpg
2374,Dark Souls III,dark-souls-iii,Role-Playing,M,XOne,Namco Bandai Games,From Software,,,,1.01,,,,,,2016,11th Nov 18,http://www.vgchartz.com/game/85668/dark-souls-iii/?region=All,1,,/games/boxart/full_3767599AmericaFrontccc.jpg
2385,Far Cry: Primal,far-cry-primal,Action-Adventure,M,XOne,Ubisoft,Ubisoft Montreal,,7.8,,,1,0.51,0.41,,0.09,2016,03rd Apr 18,http://www.vgchartz.com/game/85945/far-cry-primal/?region=All,1,,/games/boxart/full_2048466AmericaFrontccc.jpg
2407,Forza Motorsport 6,forza-motorsport-6,Racing,E,XOne,Microsoft Studios,Turn 10 Studios,,,,1,,,,,,2015,12th Jan 18,http://www.vgchartz.com/game/85161/forza-motorsport-6/?region=All,1,,/games/boxart/full_5338456AmericaFrontccc.jpg
2420,Rise of the Tomb Raider,rise-of-the-tomb-raider,Adventure,T,XOne,Square Enix,Crystal Dynamics,,,,1,,,,,,2015,11th Apr 18,http://www.vgchartz.com/game/82908/rise-of-the-tomb-raider/?region=All,1,,/games/boxart/full_2029589AmericaFrontccc.png
2455,Dragon Age: Inquisition,dragon-age-inquisition,Role-Playing,M,XOne,Electronic Arts,BioWare Edmonton,,,,,0.99,0.63,0.27,0,0.09,2014,05th Jan 19,http://www.vgchartz.com/game/81793/dragon-age-inquisition/?region=All,1,,/games/boxart/full_1009054AmericaFrontccc.jpg
2511,Sea of Thieves,sea-of-thieves,Action-Adventure,T,XOne,Microsoft Studios,Rare Ltd.,,6.9,,,0.96,0.6,0.27,,0.09,2018,25th Sep 18,http://www.vgchartz.com/game/85754/sea-of-thieves/?region=All,1,,/games/boxart/full_3235437AmericaFrontccc.jpg
2575,NBA 2K14,nba-2k14,Sports,E,XOne,2K Sports,Visual Concepts,,,,,0.94,0.72,0.12,,0.09,2013,05th Jan 18,http://www.vgchartz.com/game/74164/nba-2k14/?region=All,1,,/games/boxart/full_1880144AmericaFrontccc.jpeg
2594,Fallout 76,fallout-76,Role-Playing,M,XOne,Bethesda Softworks,Bethesda Game Studios,,5.1,,,0.93,0.59,0.26,,0.09,2018,02nd Nov 18,http://www.vgchartz.com/game/222027/fallout-76/?region=All,1,,/games/boxart/full_2000092AmericaFrontccc.jpg
2609,Monster Hunter: World,monster-hunter-world,Action,T,XOne,Capcom,Capcom,,9.4,,,0.93,0.67,0.17,,0.09,2018,30th Jan 18,http://www.vgchartz.com/game/182720/monster-hunter-world/?region=All,1,8,/games/boxart/full_2972651AmericaFrontccc.jpg
2694,Injustice 2,injustice-2,Fighting,T,XOne,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,0.89,0.65,0.16,,0.09,2017,06th Jan 18,http://www.vgchartz.com/game/117273/injustice-2/?region=All,1,,/games/boxart/full_1003861AmericaFrontccc.jpg
2785,For Honor,for-honor,Action,M,XOne,Ubisoft,Ubisoft Montreal,,,,,0.87,0.57,0.21,,0.08,2017,05th Jan 18,http://www.vgchartz.com/game/85750/for-honor/?region=All,1,,/games/boxart/full_5736681AmericaFrontccc.jpg
2788,Dead Rising 4,dead-rising-4,Action-Adventure,M,XOne,Microsoft Studios,Capcom,,,,0.87,,,,,,2016,25th Sep 18,http://www.vgchartz.com/game/119327/dead-rising-4/?region=All,1,,/games/boxart/full_7990936AmericaFrontccc.png
2798,Dishonored 2,dishonored-2,Action,,XOne,Bethesda Softworks,Arkane Studios,,,,,0.86,0.47,0.31,,0.08,2016,,http://www.vgchartz.com/game/85662/dishonored-2/?region=All,1,,/games/boxart/full_9265303AmericaFrontccc.jpg
2801,Plants vs. Zombies: Garden Warfare 2,plants-vs-zombies-garden-warfare-2,Shooter,E10,XOne,Electronic Arts,PopCap Games,,,,,0.86,0.47,0.32,,0.08,2016,23rd May 18,http://www.vgchartz.com/game/85747/plants-vs-zombies-garden-warfare-2/?region=All,1,,/games/boxart/full_9058547AmericaFrontccc.jpg
2869,Madden NFL 25,madden-nfl-25,Sports,E,XOne,EA Sports,EA Tiburon,,7.1,,,0.83,0.69,0.06,,0.09,2013,06th Jan 18,http://www.vgchartz.com/game/72223/madden-nfl-25/?region=All,1,,/games/boxart/full_1532866AmericaFrontccc.jpg
2879,Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,Action,M,XOne,Konami Digital Entertainment,Kojima Productions,,,,,0.83,0.49,0.25,0.02,0.07,2015,04th May 18,http://www.vgchartz.com/game/73075/metal-gear-solid-v-the-phantom-pain/?region=All,1,,/games/boxart/full_7873178AmericaFrontccc.jpg
