Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,Global_Sales,Year,New Average Prices
13362,Rapala Fishing Pro Series,Simulation,E,PS4,GameMill,"Concrete Software, Inc.",,0.08,2017.0,32.545
13420,Atelier Firis: The Alchemist and the Mysterious Journey,Role-Playing,T,PS4,Tecmo Koei,Gust,,0.08,2017.0,74.29
13436,Gravel,Racing,,PS4,Milestone S.r.l.,Milestone S.r.l.,,0.08,2018.0,22.42
13486,Dead Rising,Action,,PS4,Capcom,Capcom Production Studio 1,,0.08,2016.0,27.235
13510,Assetto Corsa,Racing,E,PS4,505 Games,Kunos Simulazioni,,0.08,2016.0,32.845
13571,Akiba's Beat,Action,T,PS4,Xseed Games,Acquire,,0.08,2017.0,17.37
13575,NBA 2K Playgrounds 2,Sports,,PS4,2K Games,Saber Interactive,,0.08,2018.0,20.975
13580,WRC 6,Racing,E,PS4,Namco Bandai Games,Bigben Interactive,,0.08,2017.0,26.53
13641,Resident Evil 5,Action,M,PS4,Capcom,Capcom,,0.07,2016.0,28.085
13663,Samurai Warriors: Spirit of Sanada,Action,T,PS4,Tecmo Koei,Omega Force,,0.07,2017.0,21.95
13681,Ride 3,Racing,E,PS4,Bandai Namco Entertainment,Milestone S.r.l.,,0.07,2018.0,53.745000000000005
13731,Has-Been Heroes,Action,,PS4,GameTrust,Frozenbyte,,0.07,2017.0,16.995
13757,Styx: Shards of Darkness,Action,M,PS4,Focus Home Interactive,Cyanide Studio,,0.07,2017.0,19.285
13769,Dead Rising 2,Action,,PS4,Capcom,Capcom,,0.07,2016.0,24.575
13789,The Book of Unwritten Tales 2,Adventure,T,PS4,Nordic Games,KING Art Games,,0.07,2015.0,17.165
13877,Hunting Simulator,Shooter,T,PS4,Bigben Interactive,Maximum Games,,0.07,2017.0,30.255
13901,WRC 7,Racing,E,PS4,Bigben Interactive,Kylotonn Entertainment,,0.07,2017.0,24.714999999999996
13914,Paw Patrol on a Roll,Platform,E,PS4,Outright Games,Outright Games,,0.07,2018.0,28.555
14004,Terraria,Action,T,PS4,505 Games,Re-Logic,,0.07,2014.0,25.904999999999998
14038,Disgaea 1 Complete,Role-Playing,T,PS4,NIS America,Nippon Ichi Software,,0.07,2018.0,27.82
14060,Dragon's Crown Pro,Role-Playing,T,PS4,Atlus,Vanillaware,,0.07,2018.0,21.23
14118,Batman: The Enemy Within,Adventure,M,PS4,Telltale Games,Telltale Games,,0.07,2017.0,28.12
14144,Legend of Kay Anniversary,Action,E10,PS4,Nordic Games,Nordic Games,,0.07,2015.0,14.26
14205,Nobunaga's Ambition: Taishi,Strategy,,PS4,Koei Tecmo,Koei Tecmo Games,,0.06,2018.0,19.18
14221,Super Bomberman R,Puzzle,E10,PS4,Konami Digital Entertainment,HexaDrive,,0.06,2018.0,28.815
14231,Persona 5: Dancing in Starlight,Music,T,PS4,Atlus,Atlus,,0.06,2018.0,49.23
14281,Birthdays the Beginning,Misc,E,PS4,NIS America,Arc System Works,,0.06,2017.0,32.86
14300,Rugby 18,Sports,E,PS4,Koch Media,EKO Software,,0.06,2017.0,24.174999999999997
14319,Golf Club 2019,Sports,,PS4,2K Games,HB Studios,,0.06,2018.0,23.295
14395,Sherlock Holmes: The Devil's Daughter,Adventure,T,PS4,Bigben Interactive,Bigben Interactive,,0.06,2016.0,40.5
14460,Deformers,Action,,PS4,Ready at Dawn,Ready at Dawn,,0.06,2017.0,22.48
14553,Shadows Awakening,Role-Playing,,PS4,Kalypso Media,Games Farm,,0.06,2018.0,37.685
14614,Outcast: Second Contact,Adventure,T,PS4,Maximum Games,Bigben Interactive,,0.06,2017.0,14.99
14684,Cartoon Network Battle Crashers,Action,E10,PS4,GameMill,Magic Pockets,,0.06,2016.0,27.130000000000003
14695,Extinction,Action,M,PS4,Maximum Games,Iron Galaxy,,0.06,2018.0,11.44
14719,Exist Archive: The Other Side of the Sky,Role-Playing,T,PS4,Aksys Games,tri-Ace,,0.06,2016.0,15.0
14723,Sine Mora EX,Action,M,PS4,THQ Nordic,Digital Reality,,0.06,2017.0,25.95
14749,Aven Colony,Strategy,E10,PS4,Sold Out,Mothership Entertainment,,0.06,2017.0,29.214999999999996
14754,Battle Chasers: Nightwar,Role-Playing,T,PS4,THQ Nordic,Airship Syndicate,,0.06,2017.0,18.575000000000003
14918,Black Mirror,Adventure,M,PS4,THQ Nordic,KING Art Games,,0.05,2017.0,32.765
14930,Touhou Genso Wanderer,Action,T,PS4,NIS America,AQUA STYLE,,0.05,2017.0,23.96
14971,Carnival Games,Party,E10,PS4,2K Games,Cat Daddy Games,,0.05,2018.0,21.0
14988,Bubsy: The Woolies Strike Back,Platform,E,PS4,Accolade,Black Forest Games,,0.05,2017.0,20.7
15031,Nitroplus Blasterz: Heroines Infinite Duel,Fighting,,PS4,Xseed Games,Examu Inc.,,0.05,2016.0,19.99
15034,Nobunaga's Ambition: Sphere of Influence,Strategy,T,PS4,Tecmo Koei,Koei,,0.05,2015.0,21.47
15043,The Long Dark,Simulation,T,PS4,Skybound Games,Hinterland Studio Inc.,,0.05,2018.0,40.9
15065,Werewolves Within,Misc,,PS4,Ubisoft,Ubisoft,,0.05,2016.0,8.37
15110,Real Farm,Simulation,E,PS4,Soedesco,Triangle Studios,,0.05,2017.0,29.729999999999997
15165,MXGP Pro,Racing,,PS4,Milestone S.r.l.,Milestone S.r.l.,,0.05,2018.0,20.490000000000002
15195,Apex Construct,Action,E10,PS4,Perp Games,Fast Travel Games,,0.05,2018.0,15.0
15200,Fishing Sim World,Simulation,E,PS4,Dovetail Games,Dovetail Games,,0.05,2018.0,55.335
15228,Metal Max Xeno,Role-Playing,,PS4,NIS America,Kadokawa Games,,0.05,2018.0,20.77
15234,Don't Starve,Adventure,T,PS4,Klei Entertainment,Klei Entertainment,,0.05,2018.0,46.59
15262,Dakar 18,Racing,,PS4,Deep Silver,Bigmoon Entertainment,,0.05,2018.0,30.175
15360,Monster Jam: Crush It,Racing,,PS4,GameMill,GameMill,,0.05,2017.0,34.13
15367,Prison Architect,Simulation,M,PS4,Introversion Software,Introversion Software,,0.05,2016.0,35.17
15432,Owlboy,Platform,,PS4,Soedesco,D-Pad Studios,,0.05,2018.0,20.68
15459,Assault Suit Leynos,Shooter,E10,PS4,Rising Star Games,"extreme Co.,Ltd.",,0.05,2016.0,30.55
15502,Onrush,Racing,,PS4,Deep Silver,Codemasters,,0.05,2018.0,17.205
15505,Dead Cells,Action,T,PS4,Merge Games,Motion Twin,,0.05,2018.0,18.45
15526,Dead Alliance,Shooter,M,PS4,Maximum Games,IllFonic,,0.04,2017.0,19.18
15552,Deer Hunter Reloaded,Shooter,,PS4,GameMill Entertainment,GameMill,,0.04,2017.0,20.495
15566,Raid: World War II,Shooter,M,PS4,505 Games,Lion Game Lion,,0.04,2017.0,17.045
15567,Megadimension Neptunia VII,Role-Playing,T,PS4,Idea Factory International,Compile Heart,,0.04,2016.0,24.76
15576,Zero Escape The Nonary Games,Adventure,T,PS4,Aksys Games,Spike Chunsoft,,0.04,2017.0,31.0
15604,Vikings: Wolves of Midgard,Action,M,PS4,Kalypso Media,Games Farm,,0.04,2017.0,32.815
15632,Megadimension Neptunia VIIR,Role-Playing,,PS4,Idea Factory International,Compile Heart,,0.04,2018.0,45.52
15648,Pure Farming 2018,Simulation,E,PS4,Techland,Ice Flames,7.0,0.04,2018.0,13.945
15685,Air Conflicts: Secret Wars,Simulation,T,PS4,Nighthawk Interactive,Games Farm,,0.04,2017.0,23.95
15741,Senran Kagura Burst Re:Newal,Action,M,PS4,Xseed Games,HONEY PARADE GAMES,,0.04,2019.0,33.86
15794,Axiom Verge,Action,,PS4,Thomas Happ Games,Thomas Happ Games,,0.04,2015.0,18.53
15829,Unbox: Newbie's Adventure,Action,E,PS4,Merge Games,Prospect Games,,0.04,2017.0,10.99
15908,My Riding Stables: Life with Horses,Simulation,E,PS4,TREVA Entertainment,Independent Arts Software GmbH,,0.04,2018.0,20.42
15922,Surviving Mars,Simulation,,PS4,Maximum Games,Haemimont Games,,0.04,2018.0,20.13
15931,Scribblenauts Mega Pack,Adventure,E10,PS4,Warner Bros. Interactive Entertainment,Shiver Games,,0.04,2018.0,13.815000000000001
15938,Yonder: The Cloud Catcher Chronicles,Action,,PS4,CokeM Interactive,Prideful Sloth,,0.04,2017.0,18.37
15989,Tennis World Tour,Sports,E,PS4,Bigben Interactive,Breakpoint Studio,,0.04,2018.0,28.06
15995,Black Clover: Quartet Knights,Shooter,T,PS4,Bandai Namco Entertainment,Ilinx,,0.04,2018.0,21.27
15999,Danganronpa Another Episode: Ultra Despair Girls,Shooter,M,PS4,NIS America,Spike Chunsoft,,0.04,2017.0,60.11
16001,Aegis of Earth: Protonovus Assault,Action,T,PS4,Aksys Games,Acquire,,0.04,2016.0,12.51
16050,Hotel Transylvania 3: Monsters Overboard,Action-Adventure,E10,PS4,Outright Games,Torus Games,,0.04,2018.0,35.644999999999996
16061,Just Sing,Music,E10,PS4,Ubisoft,Ubisoft,,0.04,2016.0,16.95
16103,Immortal Unchained,Role-Playing,,PS4,Sold Out,Toadman Interactive,,0.04,2018.0,32.11
16111,Lumo,Puzzle,E10,PS4,Rising Star Games,Triple Eh?,,0.04,2016.0,15.48
16116,Operation Warcade,Shooter,,PS4,Perpetual,Ivanovich Games,,0.04,2018.0,15.47
16158,Persona 3: Dancing in Moonlight,Music,T,PS4,Atlus,Atlus,,0.04,2018.0,24.66
16168,The Persistence,Action-Adventure,M,PS4,Sony Interactive Entertainment,Firesprite,,0.04,2018.0,27.715
16204,Punch Line,Adventure,,PS4,PQube,5pb. Inc.,,0.04,2018.0,22.0
16219,VR Karts,Racing,,PS4,Perp Games,Unknown,,0.04,2017.0,41.5
16234,Omen of Sorrow,Fighting,,PS4,Soedesco,AOne Games,,0.04,2018.0,20.27
16321,South Park: The Stick of Truth,Role-Playing,M,PS4,Ubisoft,Obsidian Entertainment,,0.03,2018.0,33.875
16338,8-Bit Armies,Strategy,E10,PS4,Soedesco,Petroglyph Games,,0.03,2018.0,24.035
16353,The Raven Remastered,Adventure,T,PS4,THQ Nordic,KING Art Games,,0.03,2018.0,17.6
16395,Death Mark,Misc,M,PS4,Aksys Games,Experience Inc.,,0.03,2018.0,21.85
16491,The Dwarves,Role-Playing,,PS4,THQ Nordic,KING Art Games,,0.03,2016.0,19.505
16554,Railway Empire,Simulation,E,PS4,Kalypso Media,Gaming Minds Studios,,0.03,2018.0,29.945
16709,Super Dungeon Bros,Action,E10,PS4,Wired Productions,React Games,,0.03,2016.0,15.905
16727,Don't Knock Twice,Adventure,,PS4,Perpetual,Wales Interactive Ltd.,,0.03,2018.0,38.59
16731,Troll and I,Action,T,PS4,Maximum Games,Spiral House,,0.03,2017.0,12.235
16732,Beast Quest,Action-Adventure,E10,PS4,Maximum Games,Torus Games,,0.03,2018.0,13.07
16811,The Pillars of the Earth,Adventure,M,PS4,Kalypso Media,Daedalic Entertainment,,0.03,2017.0,19.75
16856,Road Rage,Racing,M,PS4,Maximum Games,Team 6 Games Studio,,0.03,2017.0,27.0
16923,Death end re;Quest,Role-Playing,,PS4,Idea Factory,Compile Heart,,0.03,2019.0,51.7
16978,Tumblestone,Puzzle,E,PS4,Nighthawk Interactive,The Quantum Astrophysicists Guild,,0.03,2016.0,13.52
16992,Bridge Constructor Portal,Simulation,,PS4,Nighthawk Interactive,ClockStoneSoftware,,0.03,2018.0,21.84
16993,Blackguards 2,Strategy,M,PS4,Kalypso Media,Daedalic Entertainment,,0.03,2017.0,16.345
17021,Geometry Wars 3: Dimensions Evolved,Action,,PS4,Activision,Unknown,,0.03,2016.0,8.795
17110,Air Missions: Hind,Simulation,,PS4,Soedesco,3Division,,0.03,2018.0,32.96
17143,Root Letter,Visual Novel,M,PS4,PQube,Kadokawa Games,,0.03,2016.0,21.17
17158,Agony,Action-Adventure,,PS4,Maximum Games,Madmind Studio,5.0,0.03,2018.0,34.739999999999995
17171,Legendary Fishing,Sports,E,PS4,Ubisoft,Ubisoft,,0.03,2018.0,17.01
17190,Monster Boy and the Cursed Kingdom,Platform,E10,PS4,FDG Entertainment,Game Atelier,,0.03,2018.0,74.17
17192,Past Cure,Action,M,PS4,Phantom 8 Studio,Phantom 8 Studio,,0.03,2018.0,18.66
17217,Omega Quintet,Role-Playing,T,PS4,Compile Heart,Compile Heart,,0.03,2015.0,21.77
17242,Touhou Kobuto V: Burst Battle,Shooter,T,PS4,NIS America,CUBETYPE,,0.03,2017.0,17.95
17293,Lost Sphear,Role-Playing,E10,PS4,Square Enix,Tokyo RPG Factory,6.0,0.02,2018.0,39.49
17300,Rad Rodgers,Platform,,PS4,THQ Nordic,3D Realms,,0.02,2018.0,22.5
17328,Republique,Action-Adventure,M,PS4,GungHo Online Entertainment,Camouflaj,6.5,0.02,2016.0,15.01
17347,Redout,Racing,E,PS4,505 Games,Nicalis,,0.02,2017.0,19.005000000000003
17379,Trailblazers,Racing,E,PS4,Rising Star Games,Supergonk,,0.02,2018.0,24.04
17400,Earth's Dawn,Action,,PS4,Rising Star Games,Unknown,,0.02,2016.0,17.06
17455,Blade Strangers,Fighting,T,PS4,Nicalis,Studio Saizensen,,0.02,2018.0,35.78
17474,Big Buck Hunter Arcade,Shooter,T,PS4,GameMill Entertainment,GameMill Entertainment,,0.02,2017.0,18.990000000000002
17517,Space Hulk Tactics,Strategy,,PS4,Focus Home Interactive,Cyanide,,0.02,2018.0,18.494999999999997
17651,Crystar,Role-Playing,RP,PS4,Spike Chunsoft,FuRyu,,0.02,2019.0,129.0
17652,Flipping Death,Platform,,PS4,Rising Star,Zoink Games,,0.02,2018.0,11.84
17654,Tricky Towers,Puzzle,E,PS4,Soedesco,WeirdBeard,,0.02,2017.0,18.99
17682,No Heroes Allowed! VR,Strategy,,PS4,Sony Interactive Entertainment,Acquire,,0.02,2017.0,34.99
17734,Titan Quest,Action,T,PS4,THQ Nordic,Iron Lore Entertainment,,0.02,2018.0,17.42
17795,Gravity Rush Remastered,Action-Adventure,,PS4,Sony Computer Entertainment Europe,Bluepoint Games,,0.02,2016.0,184.89
17916,The Inner World: The Last Wind Monk,Puzzle,E10,PS4,Kalypso Media,Studio Fizbin,,0.02,2017.0,15.48
17925,SteamWorld Collection,Misc,E10,PS4,Rising Star Games,Image & Form Games,,0.02,2016.0,14.86
17996,Crayola Scoot,Sports,E,PS4,Outright Games,Outright Games,,0.02,2018.0,24.335
18023,Adventure Time: Pirates of the Enchiridion,Adventure,E10,PS4,Outright Games,Outright Games,,0.02,2018.0,22.384999999999998
18255,Rogue Trooper Redux,Shooter,T,PS4,Rebellion,TickTock Games,,0.02,2017.0,24.464999999999996
18323,Dragon Star Varnir,Role-Playing,RP,PS4,Compile Heart,Compile Heart,,0.02,2019.0,47.99
18328,Touhou Genso Wanderer Reloaded,Role-Playing,T,PS4,NIS America,AQUA STYLE,,0.02,2018.0,27.74
18635,Yoku's Island Express,Action,E10,PS4,Villa Gorilla,Villa Gorilla,9.0,0.01,2018.0,17.175
18638,Super Neptunia RPG,Role-Playing,RP,PS4,Idea Factory International,Idea Factory,,0.01,2019.0,22.75
18753,Flashback,Platform,E10,PS4,Microids,Paul Cuisset,,0.01,2018.0,17.9
18779,Tempest 4000,Shooter,,PS4,Atari,Llamasoft,,0.01,2018.0,21.795
18905,Moonlighter,Role-Playing,E10,PS4,Merge Games,Digital Sun,,0.01,2018.0,18.02
18950,The Princess Guide,Role-Playing,,PS4,NIS America,Nippon Ichi Software,,0.01,2019.0,38.0
18955,Wordhunters,Misc,,PS4,Wired Productions,thumbfood Ltd.,,0.01,2018.0,19.0
19022,Mothergunship,Shooter,,PS4,Sold Out,Grip Games,,0.01,2018.0,20.055
19086,Gungrave VR,Shooter,RP,PS4,Xseed Games,IGGYMOB,,0.01,2018.0,25.52
19158,Zombie Vikings,Action,T,PS4,Rising Star Games,Zoink Games,,0.01,2016.0,18.27
19162,ATV Renegades,Racing,E,PS4,Nighthawk Interactive,Nighthawk Interactive,,0.01,2017.0,35.17
19164,Ziggurat,Shooter,T,PS4,Soedesco,Milkstone Studios,,0.01,2016.0,20.0
19313,V-Rally 4,Racing,E,PS4,Bigben Interactive,Kylotonn,,0.01,2018.0,29.095
19325,Moto Racer 4,Racing,,PS4,Microids,Microids,,0.01,2017.0,34.325
19335,Lock's Quest,Strategy,E10,PS4,THQ Nordic,5TH Cell,,0.01,2017.0,15.225
19409,Ketsui Deathtiny: Kizuna Jigoku Tachi,Action,,PS4,M2,M2,,0.01,2018.0,75.0
19524,Undertale,Role-Playing,,PS4,Toby Fox,Toby Fox,,0.01,2017.0,49.99
19567,Just Deal With It,Party,,PS4,Wired Productions,Wired Productions,,0.01,2018.0,11.93
19721,Hyper Light Drifter,Role-Playing,,PS4,Rebellion Games,Rebellion Games,,0.01,2016.0,65.11
19726,Teslagrad,Platform,,PS4,Rain Games,Rain Games,,0.01,2014.0,19.53
19814,Mega Man X Legacy Collection 2,Platform,,PS4,Capcom,Capcom,,0.01,2018.0,37.99
19841,RPG Maker MV,Misc,E10,PS4,NIS America,Kadokawa Games,,0.01,2019.0,35.88
