Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url
21,Grand Theft Auto V,grand-theft-auto-v,Action,M,PS4,Rockstar Games,Rockstar North,,9.7,,,19.39,6.06,9.71,0.6,3.02,2014,03rd Jan 18,http://www.vgchartz.com/game/83196/grand-theft-auto-v/?region=All,1,,/games/boxart/full_5563178AmericaFrontccc.jpg
35,Call of Duty: Black Ops 3,call-of-duty-black-ops-3,Shooter,M,PS4,Activision,Treyarch,,,,,15.09,6.18,6.05,0.41,2.44,2015,14th Jan 18,http://www.vgchartz.com/game/85359/call-of-duty-black-ops-3/?region=All,1,,/games/boxart/full_4990510AmericaFrontccc.jpg
46,Red Dead Redemption 2,red-dead-redemption-2,Action-Adventure,M,PS4,Rockstar Games,Rockstar Games,,9.8,,,13.94,5.26,6.21,0.21,2.26,2018,02nd Nov 18,http://www.vgchartz.com/game/140683/red-dead-redemption-2/?region=All,1,8,/games/boxart/full_4653215AmericaFrontccc.jpg
51,Call of Duty: WWII,call-of-duty-wwii,Shooter,M,PS4,Activision,Sledgehammer Games,,8,,,13.4,4.67,6.21,0.4,2.12,2017,31st Dec 17,http://www.vgchartz.com/game/170599/call-of-duty-wwii/?region=All,1,,/games/boxart/full_4380292AmericaFrontccc.jpg
69,FIFA 18,fifa-18,Sports,E,PS4,EA Sports,EA Vancouver,,8.3,,,11.8,1.27,8.64,0.15,1.73,2017,02nd Apr 18,http://www.vgchartz.com/game/180525/fifa-18/?region=All,1,,/games/boxart/full_5257064AmericaFrontccc.jpg
77,FIFA 17,fifa-17,Sports,E,PS4,Electronic Arts,EA Canada,,8.9,,,10.94,1.26,7.95,0.12,1.61,2016,28th Mar 18,http://www.vgchartz.com/game/117272/fifa-17/?region=All,1,,/games/boxart/full_7661370AmericaFrontccc.jpg
85,Horizon: Zero Dawn,horizon-zero-dawn,Action,T,PS4,Sony Interactive Entertainment,Guerrilla Games,,9.1,8,10,,,,,,2017,15th Jan 18,http://www.vgchartz.com/game/85674/horizon-zero-dawn/?region=All,1,,/games/boxart/full_719511AmericaFrontccc.jpg
98,Call of Duty: Black Ops IIII,call-of-duty-black-ops-iiii,Shooter,M,PS4,Activision,Treyarch,,,,,9.32,4.05,3.28,0.5,1.49,2018,07th Nov 18,http://www.vgchartz.com/game/221291/call-of-duty-black-ops-iiii/?region=All,1,,/games/boxart/full_6532460AmericaFrontccc.jpg
101,FIFA 19,fifa-19,Sports,E,PS4,Electronic Arts,EA Sports,,,,,9.15,0.84,6.87,0.1,1.34,2018,12th Sep 18,http://www.vgchartz.com/game/222165/fifa-19/?region=All,1,,/games/boxart/full_5970958AmericaFrontccc.jpg
103,Marvel's Spider-Man,marvels-spider-man,Action-Adventure,T,PS4,Sony Interactive Entertainment,Insomniac Games,,9.1,,9,,,,,,2018,26th Sep 18,http://www.vgchartz.com/game/120133/marvels-spider-man/?region=All,1,8,/games/boxart/full_7960565AmericaFrontccc.jpg
109,Uncharted 4: A Thief's End,uncharted-4-a-thiefs-end,Action,T,PS4,Sony Interactive Entertainment,Naughty Dog,,9.2,,8.7,,,,,,2016,23rd Sep 18,http://www.vgchartz.com/game/77189/uncharted-4-a-thiefs-end/?region=All,1,,/games/boxart/full_2804791AmericaFrontccc.jpg
113,Call of Duty: Infinite Warfare,call-of-duty-infinite-warfare,Shooter,M,PS4,Activision,Infinity Ward,,,,,8.48,3.11,3.83,0.19,1.36,2016,14th Jan 18,http://www.vgchartz.com/game/108777/call-of-duty-infinite-warfare/?region=All,1,,/games/boxart/full_5706058AmericaFrontccc.jpg
114,Fallout 4,fallout-4,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Game Studios,,8.6,,,8.48,2.91,3.97,0.27,1.34,2015,24th Mar 18,http://www.vgchartz.com/game/85599/fallout-4/?region=All,1,,/games/boxart/full_2507140AmericaFrontccc.jpg
119,FIFA 16,fifa-16,Sports,E,PS4,EA Sports,EA Canada,,8.5,,,8.22,1.15,5.77,0.07,1.23,2015,01st Apr 18,http://www.vgchartz.com/game/85616/fifa-16/?region=All,1,,/games/boxart/full_862315AmericaFrontccc.jpg
121,Star Wars Battlefront (2015),star-wars-battlefront-2015,Shooter,T,PS4,Electronic Arts,EA DICE,,7.1,,,8.03,3.31,3.19,0.23,1.3,2015,24th Mar 18,http://www.vgchartz.com/game/83364/star-wars-battlefront-2015/?region=All,1,,/games/boxart/full_4873252AmericaFrontccc.jpg
130,Call of Duty: Advanced Warfare,call-of-duty-advanced-warfare,Shooter,M,PS4,Activision,Sledgehammer Games,,8.5,,,7.53,2.84,3.34,0.14,1.22,2014,04th Jan 18,http://www.vgchartz.com/game/81797/call-of-duty-advanced-warfare/?region=All,1,,/games/boxart/full_514368AmericaFrontccc.jpg
138,Battlefield 1,battlefield-1,Shooter,M,PS4,Electronic Arts,EA DICE,,,,,7.26,2.2,3.65,0.29,1.12,2016,24th Mar 18,http://www.vgchartz.com/game/110843/battlefield-1/?region=All,1,,/games/boxart/full_9032449AmericaFrontccc.png
167,Minecraft,minecraft,Misc,E10,PS4,Sony Computer Entertainment,Mojang,,9.4,,,6.33,1.89,3.13,0.35,0.96,2014,14th Sep 18,http://www.vgchartz.com/game/75586/minecraft/?region=All,1,,/games/boxart/full_6776646AmericaFrontccc.jpg
168,FIFA 15,fifa-15,Sports,E,PS4,EA Sports,EA Canada,,8.1,,,6.32,0.83,4.49,0.05,0.94,2014,23rd Mar 18,http://www.vgchartz.com/game/82916/fifa-15/?region=All,1,,/games/boxart/full_189344AmericaFrontccc.jpg
174,God of War (2018),god-of-war-2018,Action,M,PS4,Sony Interactive Entertainment,SIE Santa Monica Studio,,9.7,,,6.15,2.83,2.17,0.13,1.02,2018,03rd Dec 18,http://www.vgchartz.com/game/120125/god-of-war-2018/?region=All,1,9,/games/boxart/full_3094030AmericaFrontccc.jpg
191,Destiny,destiny,Shooter,T,PS4,Activision,Bungie,,,,,5.76,2.53,2.13,0.16,0.94,2014,12th Jan 18,http://www.vgchartz.com/game/71525/destiny/?region=All,1,,/games/boxart/full_6703728AmericaFrontccc.jpg
194,Uncharted: The Nathan Drake Collection,uncharted-the-nathan-drake-collection,Action,,PS4,Sony Computer Entertainment,Bluepoint Games,,,,,5.7,2.55,2.11,0.1,0.94,2015,,http://www.vgchartz.com/game/85628/uncharted-the-nathan-drake-collection/?region=All,1,,/games/boxart/full_421168AmericaFrontccc.jpg
216,The Witcher 3: Wild Hunt,the-witcher-3-wild-hunt,Role-Playing,M,PS4,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,,,5.39,1.48,2.82,0.28,0.81,2015,04th May 18,http://www.vgchartz.com/game/71482/the-witcher-3-wild-hunt/?region=All,1,,/games/boxart/full_7461389AmericaFrontccc.jpg
250,Final Fantasy XV,final-fantasy-xv,Role-Playing,T,PS4,Square Enix,Square Enix,,8.1,,,5.07,1.81,1.53,1.05,0.68,2016,04th May 18,http://www.vgchartz.com/game/73124/final-fantasy-xv/?region=All,1,,/games/boxart/full_1882754JapanFrontccc.jpg
274,Crash Bandicoot N. Sane Trilogy,crash-bandicoot-n-sane-trilogy,Platform,E10,PS4,Activision,Vicarious Visions,,,,,4.83,1.09,2.92,0.07,0.74,2017,23rd Sep 18,http://www.vgchartz.com/game/150131/crash-bandicoot-n-sane-trilogy/?region=All,1,,/games/boxart/full_2372411AmericaFrontccc.jpg
285,Monster Hunter: World,monster-hunter-world,Action,T,PS4,Capcom,Capcom,,9.3,9,,4.67,1.03,1.06,2.17,0.42,2018,30th Jan 18,http://www.vgchartz.com/game/182721/monster-hunter-world/?region=All,1,,/games/boxart/full_9898553AmericaFrontccc.png
298,Overwatch,overwatch,Shooter,T,PS4,Blizzard Entertainment,Blizzard Entertainment,,8.8,,,4.54,1.84,1.8,0.17,0.73,2016,24th Mar 18,http://www.vgchartz.com/game/86157/overwatch/?region=All,1,,/games/boxart/full_8847041AmericaFrontccc.jpg
301,Star Wars Battlefront II (2017),star-wars-battlefront-ii-2017,Shooter,T,PS4,Electronic Arts,EA DICE,,,,,4.53,1.7,1.99,0.12,0.73,2017,29th Dec 17,http://www.vgchartz.com/game/169396/star-wars-battlefront-ii-2017/?region=All,1,,/games/boxart/full_4032018AmericaFrontccc.jpg
319,Tom Clancy's The Division,tom-clancys-the-division,Shooter,M,PS4,Ubisoft,Massive Entertainment,,,,,4.37,1.49,2.04,0.16,0.69,2016,04th May 18,http://www.vgchartz.com/game/73095/tom-clancys-the-division/?region=All,1,,/games/boxart/full_8077647AmericaFrontccc.jpg
322,Tom Clancy's Rainbow Six: Siege,tom-clancys-rainbow-six-siege,Shooter,,PS4,Ubisoft,Ubisoft Montreal,,,,,4.36,1.29,2.06,0.36,0.64,2015,,http://www.vgchartz.com/game/82933/tom-clancys-rainbow-six-siege/?region=All,1,,/games/boxart/full_2998894AmericaFrontccc.jpg
324,Watch Dogs,watch-dogs,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,,,,,4.32,1.4,2.13,0.11,0.68,2014,15th Mar 18,http://www.vgchartz.com/game/71547/watch-dogs/?region=All,1,,/games/boxart/full_5952592AmericaFrontccc.jpg
344,Call of Duty: Ghosts,call-of-duty-ghosts,Shooter,M,PS4,Activision,Infinity Ward,,7.5,,,4.17,1.79,1.64,0.05,0.69,2013,21st Mar 18,http://www.vgchartz.com/game/72126/call-of-duty-ghosts/?region=All,1,,/games/boxart/full_9732403AmericaFrontccc.jpg
352,Assassin's Creed: Unity,assassins-creed-unity,Action,M,PS4,Ubisoft,Ubisoft Montreal,,,,,4.14,1.25,2.16,0.09,0.65,2014,04th May 18,http://www.vgchartz.com/game/80235/assassins-creed-unity/?region=All,1,,/games/boxart/full_9858108AmericaFrontccc.jpg
353,Destiny 2,destiny-2,Shooter,T,PS4,Activision,Bungie,,,,,4.14,1.92,1.44,0.1,0.69,2017,20th Apr 18,http://www.vgchartz.com/game/166065/destiny-2/?region=All,1,,/games/boxart/full_9963001AmericaFrontccc.jpg
356,Batman: Arkham Knight,batman-arkham-knight,Action,M,PS4,Warner Bros. Interactive,Rocksteady Studios,,8.1,,,4.11,1.65,1.68,0.11,0.66,2015,04th Jan 18,http://www.vgchartz.com/game/79437/batman-arkham-knight/?region=All,1,,/games/boxart/full_2497280AmericaFrontccc.jpg
362,Assassin's Creed Origins,assassins-creed-origins,Action,M,PS4,Ubisoft,Ubisoft Montreal,,,,,4.06,1.22,2.11,0.11,0.63,2017,10th Jan 18,http://www.vgchartz.com/game/181687/assassins-creed-origins/?region=All,1,,/games/boxart/full_9947060AmericaFrontccc.jpg
363,Far Cry 4,far-cry-4,Shooter,M,PS4,Ubisoft,Ubisoft Montreal,,8.4,,,4.06,1.18,2.14,0.11,0.63,2014,23rd Jan 18,http://www.vgchartz.com/game/80324/far-cry-4/?region=All,1,,/games/boxart/full_914135AmericaFrontccc.jpg
381,NBA 2K16,nba-2k16,Sports,E10,PS4,2K Sports,Visual Concepts,,8.7,,,3.98,2.56,0.66,0.05,0.71,2015,28th Mar 18,http://www.vgchartz.com/game/85556/nba-2k16/?region=All,1,,/games/boxart/full_6414423AmericaFrontccc.jpg
383,Far Cry 5,far-cry-5,Action,M,PS4,Ubisoft,Ubisoft,,7.9,,,3.95,1.44,1.73,0.15,0.62,2018,28th Feb 18,http://www.vgchartz.com/game/177921/far-cry-5/?region=All,1,,/games/boxart/full_2414906AmericaFrontccc.jpg
384,Battlefield 4,battlefield-4,Shooter,M,PS4,Electronic Arts,EA DICE,,8.3,,,3.94,1.4,1.74,0.19,0.62,2013,09th Jan 18,http://www.vgchartz.com/game/72001/battlefield-4/?region=All,1,,/games/boxart/full_8649362AmericaFrontccc.jpg
399,Resident Evil VII: Biohazard,resident-evil-vii-biohazard,Action,M,PS4,Capcom,Capcom,,8.6,,3.83,,,,,,2017,06th Nov 18,http://www.vgchartz.com/game/120127/resident-evil-vii-biohazard/?region=All,1,,/games/boxart/full_6517784AmericaFrontccc.png
401,Gran Turismo Sport,gran-turismo-sport,Racing,E,PS4,Sony Interactive Entertainment,Polyphony Digital,,,,,3.77,0.63,2.35,0.24,0.54,2017,13th Jan 18,http://www.vgchartz.com/game/86332/gran-turismo-sport/?region=All,1,,/games/boxart/full_7498235AmericaFrontccc.jpg
430,Assassin's Creed Syndicate,assassins-creed-syndicate,Action,M,PS4,Ubisoft,Ubisoft Quebec,,8.6,,,3.6,0.9,2.06,0.08,0.55,2015,04th May 18,http://www.vgchartz.com/game/85503/assassins-creed-syndicate/?region=All,1,,/games/boxart/full_7518379AmericaFrontccc.jpg
447,NBA 2K17,nba-2k17,Sports,E,PS4,2K Sports,Visual Concepts,,9,,,3.52,2.28,0.59,0.03,0.63,2016,28th Mar 18,http://www.vgchartz.com/game/103818/nba-2k17/?region=All,1,,/games/boxart/full_1333599AmericaFrontccc.jpg
458,Mortal Kombat X,mortal-kombat-x,Fighting,M,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,3.49,1.94,0.94,,0.61,2015,04th Jan 18,http://www.vgchartz.com/game/82694/mortal-kombat-x/?region=All,1,,/games/boxart/full_9891732AmericaFrontccc.jpg
468,FIFA 14,fifa-14,Sports,E,PS4,EA Sports,EA Canada,,,,,3.43,0.62,2.18,0.12,0.51,2013,15th Sep 18,http://www.vgchartz.com/game/73754/fifa-14/?region=All,1,,/games/boxart/full_5130076AmericaFrontccc.jpg
479,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Softworks,,8.3,,,3.36,1.24,1.5,0.08,0.54,2016,01st Apr 18,http://www.vgchartz.com/game/119946/the-elder-scrolls-v-skyrim-special-edition/?region=All,1,,/games/boxart/full_7599322AmericaFrontccc.jpg
480,Watch Dogs 2,watch-dogs-2,Action,,PS4,Ubisoft,Ubisoft,,,,,3.36,0.98,1.74,0.12,0.52,2016,,http://www.vgchartz.com/game/86722/watch-dogs-2/?region=All,1,,/games/boxart/full_8315580AmericaFrontccc.png
485,NBA 2K18,nba-2k18,Sports,E10,PS4,2K Sports,Visual Concepts,,8.1,,,3.34,2.13,0.57,0.04,0.59,2017,02nd Apr 18,http://www.vgchartz.com/game/174555/nba-2k18/?region=All,1,,/games/boxart/full_2457781AmericaFrontccc.jpg
494,Madden NFL 16,madden-nfl-16,Sports,E,PS4,EA Sports,EA Tiburon,,8.2,,,3.3,2.39,0.31,,0.61,2015,31st Mar 18,http://www.vgchartz.com/game/85399/madden-nfl-16/?region=All,1,,/games/boxart/full_6439229AmericaFrontccc.jpg
501,Madden NFL 17,madden-nfl-17,Sports,E,PS4,EA Sports,EA Tiburon,,8.5,,,3.28,2.3,0.37,,0.6,2016,01st Apr 18,http://www.vgchartz.com/game/86434/madden-nfl-17/?region=All,1,,/games/boxart/full_441184AmericaFrontccc.jpg
516,Middle-Earth: Shadow of Mordor,middle-earth-shadow-of-mordor,Action,M,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,,,,,3.19,1.03,1.6,0.05,0.51,2014,04th May 18,http://www.vgchartz.com/game/77129/middle-earth-shadow-of-mordor/?region=All,1,,/games/boxart/full_720495AmericaFrontccc.jpg
517,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,,8.3,,,3.19,1.07,1.55,0.06,0.51,2013,14th Mar 18,http://www.vgchartz.com/game/71596/assassins-creed-iv-black-flag/?region=All,1,,/games/boxart/full_4303408AmericaFrontccc.jpg
520,Assassin's Creed Odyssey,assassins-creed-odyssey,Action-Adventure,M,PS4,Ubisoft,Ubisoft Quebec,,9.5,,,3.18,1.18,1.4,0.09,0.51,2018,17th Nov 18,http://www.vgchartz.com/game/222151/assassins-creed-odyssey/?region=All,1,,/games/boxart/full_1336415AmericaFrontccc.jpg
534,Tom Clancy's Ghost Recon Wildlands,tom-clancys-ghost-recon-wildlands,Shooter,M,PS4,Ubisoft,Ubisoft Paris,,7,,,3.12,1.07,1.35,0.22,0.47,2017,01st Apr 18,http://www.vgchartz.com/game/85753/tom-clancys-ghost-recon-wildlands/?region=All,1,,/games/boxart/full_6335056AmericaFrontccc.jpg
553,Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,Action,M,PS4,Konami Digital Entertainment,Kojima Productions,,,,,3.04,0.97,1.15,0.5,0.42,2015,04th May 18,http://www.vgchartz.com/game/73202/metal-gear-solid-v-the-phantom-pain/?region=All,1,,/games/boxart/full_3992261AmericaFrontccc.png
592,Doom (2016),doom-2016,Shooter,,PS4,Bethesda Softworks,id Software,,,,,2.92,0.93,1.48,0.04,0.46,2016,,http://www.vgchartz.com/game/83086/doom-2016/?region=All,1,,/games/boxart/full_9328258AmericaFrontccc.jpg
605,Mafia III,mafia-iii,Action-Adventure,M,PS4,2K Games,Hangar 13,,6.9,,,2.87,0.72,1.67,0.04,0.44,2016,02nd Apr 18,http://www.vgchartz.com/game/85862/mafia-iii/?region=All,1,,/games/boxart/full_9483980AmericaFrontccc.jpg
627,Diablo III: Ultimate Evil Edition,diablo-iii-ultimate-evil-edition,Role-Playing,M,PS4,Blizzard Entertainment,Blizzard Entertainment,,,,,2.82,0.83,1.48,0.08,0.44,2014,25th Mar 19,http://www.vgchartz.com/game/71538/diablo-iii-ultimate-evil-edition/?region=All,1,,/games/boxart/full_3702821AmericaFrontccc.jpg
656,Far Cry: Primal,far-cry-primal,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,,7.2,,,2.73,0.63,1.61,0.07,0.41,2016,03rd Apr 18,http://www.vgchartz.com/game/85944/far-cry-primal/?region=All,1,,/games/boxart/full_7928945AmericaFrontccc.jpg
659,Need for Speed (2015),need-for-speed-2015,Racing,T,PS4,Electronic Arts,Ghost Games,,7,,,2.72,0.59,1.66,0.06,0.41,2015,03rd Apr 18,http://www.vgchartz.com/game/85621/need-for-speed-2015/?region=All,1,,/games/boxart/full_3739493AmericaFrontccc.jpg
690,NBA 2K19,nba-2k19,Sports,E,PS4,2K Sports,Visual Concepts,,,,,2.63,1.69,0.44,0.03,0.47,2018,26th Sep 18,http://www.vgchartz.com/game/222084/nba-2k19/?region=All,1,,/games/boxart/full_46159AmericaFrontccc.jpg
692,Madden NFL 18,madden-nfl-18,Sports,E,PS4,EA Sports,EA Tiburon,,8.2,,,2.62,1.73,0.42,,0.47,2017,03rd Apr 18,http://www.vgchartz.com/game/158152/madden-nfl-18/?region=All,1,,/games/boxart/full_5597772AmericaFrontccc.jpg
741,NBA 2K15,nba-2k15,Sports,E,PS4,2K Sports,Visual Concepts,,,,,2.49,1.49,0.55,0.01,0.44,2014,04th Jan 18,http://www.vgchartz.com/game/78587/nba-2k15/?region=All,1,,/games/boxart/full_3442465AmericaFrontccc.jpeg
757,Dying Light,dying-light,Action,M,PS4,Warner Bros. Interactive,Techland,,,,,2.45,1.18,0.74,0.13,0.4,2015,04th May 18,http://www.vgchartz.com/game/72235/dying-light/?region=All,1,,/games/boxart/full_1175839AmericaFrontccc.jpg
797,Ratchet & Clank (2016),ratchet-amp-clank-2016,Platform,E10,PS4,Sony Interactive Entertainment,Insomniac Games,,,,,2.38,0.97,0.97,0.06,0.39,2016,25th Apr 18,http://www.vgchartz.com/game/83085/ratchet-amp-clank-2016/?region=All,1,,/games/boxart/full_9428003AmericaFrontccc.png
804,Uncharted: The Lost Legacy,uncharted-the-lost-legacy,Action,,PS4,Sony Interactive Entertainment,Naughty Dog,,,,,2.37,0.58,1.38,0.04,0.36,2017,,http://www.vgchartz.com/game/147591/uncharted-the-lost-legacy/?region=All,1,,/games/boxart/full_727021AmericaFrontccc.png
817,Dragon Age: Inquisition,dragon-age-inquisition,Role-Playing,M,PS4,Electronic Arts,BioWare Edmonton,,,,,2.34,1.07,0.8,0.08,0.38,2014,05th Jan 19,http://www.vgchartz.com/game/81792/dragon-age-inquisition/?region=All,1,,/games/boxart/full_5737361AmericaFrontccc.jpg
855,No Man's Sky,no-mans-sky,Action-Adventure,T,PS4,Hello Games,Hello Games,,6.8,,,2.26,0.89,0.97,0.04,0.37,2016,04th Apr 18,http://www.vgchartz.com/game/84663/no-mans-sky/?region=All,1,,/games/boxart/full_8736251AmericaFrontccc.jpg
860,Madden NFL 15,madden-nfl-15,Sports,E,PS4,EA Sports,EA Tiburon,,,,,2.25,1.58,0.25,,0.41,2014,04th Jan 18,http://www.vgchartz.com/game/81573/madden-nfl-15/?region=All,1,,/games/boxart/full_7689614AmericaFrontccc.jpeg
869,Battlefield V,battlefield-v,Shooter,M,PS4,Electronic Arts,EA DICE,,,,,2.22,0.8,0.93,0.16,0.34,2018,19th Dec 18,http://www.vgchartz.com/game/221995/battlefield-v/?region=All,1,9,/games/boxart/full_7556934AmericaFrontccc.jpg
876,Madden NFL 19,madden-nfl-19,Sports,,PS4,EA Sports,EA Tiburon,,,,,2.21,1.63,0.18,,0.41,2018,27th Feb 18,http://www.vgchartz.com/game/221181/madden-nfl-19/?region=All,1,,/games/boxart/full_3865712AmericaFrontccc.jpg
897,Need for Speed: Payback,need-for-speed-payback,Racing,T,PS4,Electronic Arts,Ghost Games,,5.8,,,2.18,0.62,1.18,0.04,0.34,2017,04th Apr 18,http://www.vgchartz.com/game/179712/need-for-speed-payback/?region=All,1,,/games/boxart/full_6891468AmericaFrontccc.jpg
900,Destiny: The Taken King,destiny-the-taken-king,Shooter,T,PS4,Activision,Bungie,,,,,2.18,0.97,0.8,0.05,0.36,2015,20th Apr 18,http://www.vgchartz.com/game/85936/destiny-the-taken-king/?region=All,1,,/games/boxart/full_7434846AmericaFrontccc.jpg
901,Spyro Reignited Trilogy,spyro-reignited-trilogy,Platform,,PS4,Activision,Toys for Bob,,,,,2.17,0.75,1.07,,0.35,2018,08th Apr 18,http://www.vgchartz.com/game/221819/spyro-reignited-trilogy/?region=All,1,8,/games/boxart/full_9751338AmericaFrontccc.jpg
907,Need for Speed Rivals,need-for-speed-rivals,Racing,E10,PS4,Electronic Arts,Ghost Games,,,,,2.17,0.75,1.04,0.03,0.35,2013,16th Jan 18,http://www.vgchartz.com/game/72242/need-for-speed-rivals/?region=All,1,,/games/boxart/full_6386296AmericaFrontccc.jpg
908,PlayStation VR Worlds,playstation-vr-worlds,Misc,M,PS4,Sony Interactive Entertainment,SIE London Studio,,,,,2.16,0.36,1.4,0.09,0.32,2016,06th Apr 18,http://www.vgchartz.com/game/124387/playstation-vr-worlds/?region=All,1,,/games/boxart/full_1726720AmericaFrontccc.jpg
913,Battlefield: Hardline,battlefield-hardline,Shooter,M,PS4,Electronic Arts,EA DICE,,,,,2.15,0.72,0.97,0.14,0.33,2015,11th Apr 18,http://www.vgchartz.com/game/82889/battlefield-hardline/?region=All,1,,/games/boxart/full_2652928AmericaFrontccc.png
939,Killzone: Shadow Fall,killzone-shadow-fall,Shooter,M,PS4,Sony Computer Entertainment,Guerrilla Games,,9,,2.1,,,,,,2013,14th Apr 18,http://www.vgchartz.com/game/71543/killzone-shadow-fall/?region=All,1,,/games/boxart/full_664576AmericaFrontccc.jpg
946,Dark Souls III,dark-souls-iii,Role-Playing,M,PS4,Namco Bandai Games,From Software,,,,2.09,,,,,,2016,23rd Apr 18,http://www.vgchartz.com/game/85669/dark-souls-iii/?region=All,1,,/games/boxart/full_6276285AmericaFrontccc.jpg
963,Rise of the Tomb Raider,rise-of-the-tomb-raider,Adventure,M,PS4,Square Enix,Crystal Dynamics,,,,,2.07,0.61,1.08,0.05,0.32,2016,11th Apr 18,http://www.vgchartz.com/game/82907/rise-of-the-tomb-raider/?region=All,1,,/games/boxart/full_927091AmericaFrontccc.png
966,LittleBigPlanet 3,littlebigplanet-3,Platform,E,PS4,Sony Computer Entertainment,Sumo Digital,,,,,2.06,0.78,0.93,0.01,0.34,2014,03rd Apr 18,http://www.vgchartz.com/game/82936/littlebigplanet-3/?region=All,1,,/games/boxart/full_1011555AmericaFrontccc.jpg
976,The Elder Scrolls Online: Tamriel Unlimited,the-elder-scrolls-online-tamriel-unlimited,MMO,M,PS4,Bethesda Softworks,ZeniMax Online Studios,,,,,2.05,0.74,0.98,,0.33,2015,15th Sep 18,http://www.vgchartz.com/game/73109/the-elder-scrolls-online-tamriel-unlimited/?region=All,1,,/games/boxart/full_6126086AmericaFrontccc.jpg
981,Middle-Earth: Shadow of War,middle-earth-shadow-of-war,Action,M,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,,,,,2.04,0.82,0.84,0.06,0.33,2017,10th Jan 18,http://www.vgchartz.com/game/158748/middle-earth-shadow-of-war/?region=All,1,,/games/boxart/full_4998678AmericaFrontccc.jpg
990,Dragon Quest XI: Echoes of an Elusive Age,dragon-quest-xi-echoes-of-an-elusive-age,Role-Playing,T,PS4,Square Enix,Square Enix,,10,,,2.04,0.29,0.22,1.43,0.1,2018,11th Sep 18,http://www.vgchartz.com/game/193411/dragon-quest-xi-echoes-of-an-elusive-age/?region=All,1,,/games/boxart/full_3596609AmericaFrontccc.jpg
1001,Rocket League,rocket-league,Sports,E,PS4,505 Games,Psyonix Studios,,8.7,,,2.02,0.37,1.34,,0.31,2016,04th Apr 18,http://www.vgchartz.com/game/85773/rocket-league/?region=All,1,,/games/boxart/full_9866011AmericaFrontccc.jpg
1005,Dragon Ball: Xenoverse,dragon-ball-xenoverse,Fighting,T,PS4,Namco Bandai Games,Dimps Corporation,,,,2.01,,,,,,2015,11th Sep 18,http://www.vgchartz.com/game/82944/dragon-ball-xenoverse/?region=All,1,,/games/boxart/full_2446198AmericaFrontccc.jpg
1009,Bloodborne,bloodborne,Role-Playing,M,PS4,Sony Computer Entertainment,From Software,,8.2,,2,,,,,,2015,10th Apr 18,http://www.vgchartz.com/game/82937/bloodborne/?region=All,1,,/games/boxart/full_157272AmericaFrontccc.png
1010,Detroit: Become Human,detroit-become-human,Adventure,M,PS4,Sony Interactive Entertainment,Quantic Dream,,8,,2,,,,,,2018,05th Jun 18,http://www.vgchartz.com/game/86175/detroit-become-human/?region=All,1,8,/games/boxart/full_6117415AmericaFrontccc.jpg
1015,Driveclub,driveclub,Racing,E,PS4,Sony Computer Entertainment,Evolution Studios,,7.2,,2,,,,,,2014,25th Sep 18,http://www.vgchartz.com/game/71542/driveclub/?region=All,1,5.8,/games/boxart/full_8788232AmericaFrontccc.jpg
1026,Just Cause 3,just-cause-3,Action-Adventure,M,PS4,Square Enix,Avalanche Studios,,7.5,,,1.98,0.53,1.07,0.09,0.3,2015,04th Apr 18,http://www.vgchartz.com/game/84822/just-cause-3/?region=All,1,,/games/boxart/full_1113491AmericaFrontccc.jpg
1036,Dishonored 2,dishonored-2,Action,M,PS4,Bethesda Softworks,Arkane Studios,,,,,1.97,0.62,1.02,0.01,0.31,2016,25th Apr 18,http://www.vgchartz.com/game/85661/dishonored-2/?region=All,1,,/games/boxart/full_2293744AmericaFrontccc.jpg
1073,Lego Marvel Super Heroes,lego-marvel-super-heroes,Action,E10,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,,1.91,0.59,1,0.01,0.3,2013,01st Dec 18,http://www.vgchartz.com/game/75411/lego-marvel-super-heroes/?region=All,1,,/games/boxart/full_6648091AmericaFrontccc.jpeg
1082,Dragon Ball: Xenoverse 2,dragon-ball-xenoverse-2,Action,T,PS4,Namco Bandai Games,Dimps Corporation,,7.1,,1.9,,,,,,2016,03rd Mar 18,http://www.vgchartz.com/game/122286/dragon-ball-xenoverse-2/?region=All,1,,/games/boxart/full_1341854AmericaFrontccc.jpg
