Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url
8677,Kingdom Hearts: The Story So Far,kingdom-hearts-the-story-so-far,Role-Playing,,PS4,Square Enix,Square Enix,,,,,0.2,0.17,,,0.04,2018,07th Oct 18,http://www.vgchartz.com/game/222928/kingdom-hearts-the-story-so-far/?region=All,1,,/games/boxart/full_6939312AmericaFrontccc.jpg
8689,Godzilla (2015),godzilla-2015,Action,T,PS4,Namco Bandai Games,Natsume,,,,,0.2,0.11,0.03,0.03,0.03,2015,20th Apr 18,http://www.vgchartz.com/game/85485/godzilla-2015/?region=All,1,,/games/boxart/full_1362133AmericaFrontccc.jpg
8735,Eagle Flight,eagle-flight,Adventure,E10,PS4,Ubisoft,Ubisoft,,,,,0.2,0.09,0.08,,0.03,2016,29th Jun 18,http://www.vgchartz.com/game/141903/eagle-flight/?region=All,1,,/games/boxart/full_9728922AmericaFrontccc.jpg
8892,Agents of Mayhem,agents-of-mayhem,Action,M,PS4,Deep Silver,Volition Inc.,,,,,0.2,0.08,0.08,,0.03,2017,24th Jun 18,http://www.vgchartz.com/game/117550/agents-of-mayhem/?region=All,1,,/games/boxart/full_1502404AmericaFrontccc.jpg
8909,MotoGP 14,motogp-14,Racing,E,PS4,Namco Bandai Games,Milestone S.r.l.,,,,,0.2,0.05,0.11,,0.03,2014,03rd Nov 18,http://www.vgchartz.com/game/82766/motogp-14/?region=All,1,,/games/boxart/full_6934668AmericaFrontccc.jpg
9042,Elite: Dangerous,elite-dangerous,Simulation,T,PS4,Frontier Developments,Frontier Developments,,,,,0.19,0.06,0.1,,0.03,2017,15th Jun 18,http://www.vgchartz.com/game/86117/elite-dangerous/?region=All,1,,/games/boxart/full_221154AmericaFrontccc.jpg
9044,Shovel Knight,shovel-knight,Platform,E,PS4,Yacht Club Games,Yacht Club Games,,,,0.19,,,,,,2015,21st Nov 18,http://www.vgchartz.com/game/84942/shovel-knight/?region=All,1,,/games/boxart/full_6124836AmericaFrontccc.png
9047,Singstar: Ultimate Party,singstar-ultimate-party,Music,,PS4,Sony Computer Entertainment,London Studios,,,,,0.19,,0.16,,0.03,2014,24th Sep 18,http://www.vgchartz.com/game/84840/singstar-ultimate-party/?region=All,1,,/games/boxart/full_3911786PALFrontccc.jpg
9063,NBA Live 19,nba-live-19,Sports,,PS4,Electronic Arts,EA Tiburon,,,,,0.19,0.15,,,0.04,2018,13th Jun 18,http://www.vgchartz.com/game/222170/nba-live-19/?region=All,1,,/games/boxart/full_4302396AmericaFrontccc.jpg
9103,Toukiden Kiwami,toukiden-kiwami,Action,,PS4,Tecmo Koei,Koei Tecmo Games,,,,,0.19,0.06,0.07,0.03,0.03,2015,31st Jul 18,http://www.vgchartz.com/game/85158/toukiden-kiwami/?region=All,1,,/games/boxart/full_379944PALFrontccc.jpg
9145,Creed: Rise to Glory,creed-rise-to-glory,Sports,,PS4,Sony Interactive Entertainment,Survios,,,,,0.19,0.15,,,0.04,2018,24th Aug 18,http://www.vgchartz.com/game/222669/creed-rise-to-glory/?region=All,1,,/games/boxart/full_2509324AmericaFrontccc.jpg
9146,God Eater 3,god-eater-3,Role-Playing,T,PS4,Bandai Namco Entertainment,Bandai Namco Studios,,,,,0.19,,,0.19,,2019,19th Dec 18,http://www.vgchartz.com/game/221674/god-eater-3/?region=All,1,,/games/boxart/full_3162842AmericaFrontccc.jpg
9169,Batman: A Telltale Game Series,batman-a-telltale-game-series,Adventure,M,PS4,Telltale Games,Telltale Games,,,,,0.19,0.09,0.07,,0.03,2016,16th Apr 18,http://www.vgchartz.com/game/124375/batman-a-telltale-game-series/?region=All,1,,/games/boxart/full_4675273AmericaFrontccc.jpg
9189,The Surge,the-surge,Action,M,PS4,Focus Home Interactive,DECK13 Interactive,,,,,0.19,0.07,0.08,0.01,0.03,2017,06th Jan 18,http://www.vgchartz.com/game/163773/the-surge/?region=All,1,,/games/boxart/full_5237486AmericaFrontccc.jpg
9264,Bendy and the Ink Machine,bendy-and-the-ink-machine,Puzzle,T,PS4,Rooster Teeth Games,TheMeatly Games,,,,,0.18,0.15,,,0.03,2018,19th Dec 18,http://www.vgchartz.com/game/222539/bendy-and-the-ink-machine/?region=All,1,,/games/boxart/full_8163133AmericaFrontccc.jpg
9287,MotoGP 15,motogp-15,Racing,,PS4,Milestone S.r.l.,Milestone S.r.l.,,,,,0.18,,0.13,0.04,0.02,2015,24th Apr 18,http://www.vgchartz.com/game/85286/motogp-15/?region=All,1,,/games/boxart/full_8706852PALFrontccc.jpg
9325,Resident Evil: Revelations,resident-evil-revelations,Action,M,PS4,Capcom,Capcom,,7.2,,,0.18,0.06,0.06,0.04,0.02,2017,16th Mar 18,http://www.vgchartz.com/game/166961/resident-evil-revelations/?region=All,1,,/games/boxart/full_585428AmericaFrontccc.jpg
9402,Senran Kagura: Estival Versus,senran-kagura-estival-versus,Action,M,PS4,Xseed Games,Marvelous Entertainment,,,,,0.18,0.08,,0.09,0.02,2016,29th Jun 18,http://www.vgchartz.com/game/85319/senran-kagura-estival-versus/?region=All,1,,/games/boxart/full_8192800AmericaFrontccc.jpg
9404,Back to the Future: The Game,back-to-the-future-the-game,Adventure,T,PS4,Telltale Games,Telltale Games,,,,,0.18,0.1,0.05,,0.03,2015,23rd Apr 18,http://www.vgchartz.com/game/85974/back-to-the-future-the-game/?region=All,1,,/games/boxart/full_8774242AmericaFrontccc.jpg
9523,The Walking Dead - The Telltale Series: A New Frontier,the-walking-dead-the-telltale-series-a-new-frontier,Adventure,,PS4,Warner Bros. Interactive Entertainment,Telltale Games,,,,,0.17,0.11,0.04,,0.03,2017,,http://www.vgchartz.com/game/133969/the-walking-dead-the-telltale-series-a-new-frontier/?region=All,1,,/games/boxart/full_1843833AmericaFrontccc.jpg
9576,Mega Man 11,mega-man-11,Platform,,PS4,Capcom,Capcom,,,,,0.17,0.09,0.03,0.03,0.03,2018,04th Jun 18,http://www.vgchartz.com/game/222041/mega-man-11/?region=All,1,,/games/boxart/full_4677692AmericaFrontccc.jpg
9597,Resident Evil 6,resident-evil-6,Shooter,M,PS4,Capcom,Capcom,,,,,0.17,0.1,,0.05,0.02,2016,30th Mar 18,http://www.vgchartz.com/game/92805/resident-evil-6/?region=All,1,,/games/boxart/full_413172AmericaFrontccc.jpg
9637,Final Fantasy XIV: Heavensward,final-fantasy-xiv-heavensward,MMO,T,PS4,Square Enix,Square Enix,,,,,0.17,,0.09,0.06,0.02,2015,22nd Apr 18,http://www.vgchartz.com/game/85725/final-fantasy-xiv-heavensward/?region=All,1,,/games/boxart/full_957387AmericaFrontccc.jpg
9647,Final Fantasy XIV: Stormblood,final-fantasy-xiv-stormblood,MMO,T,PS4,Square Enix,Square Enix,,,,,0.17,0.05,0.06,0.04,0.02,2017,30th Jun 18,http://www.vgchartz.com/game/157466/final-fantasy-xiv-stormblood/?region=All,1,,/games/boxart/full_4065255AmericaFrontccc.jpg
9661,Just Dance 2019,just-dance-2019,Music,E,PS4,Ubisoft,Ubisoft Paris,,,,,0.17,0.11,0.03,,0.03,2018,28th Sep 18,http://www.vgchartz.com/game/222188/just-dance-2019/?region=All,1,,/games/boxart/full_6595770AmericaFrontccc.jpg
9665,Guilty Gear Xrd: Sign,guilty-gear-xrd-sign,Fighting,T,PS4,Aksys Games,Arc System Works,,,,,0.17,0.11,,0.04,0.02,2014,01st Nov 18,http://www.vgchartz.com/game/75670/guilty-gear-xrd-sign/?region=All,1,,/games/boxart/full_8328313AmericaFrontccc.png
9680,Prototype: Biohazard Bundle,prototype-biohazard-bundle,Action,,PS4,Activision,Activision,,,,,0.17,0.14,,,0.03,2016,,http://www.vgchartz.com/game/132799/prototype-biohazard-bundle/?region=All,1,,/games/boxart/full_9743213AmericaFrontccc.jpg
9698,BlazBlue: Central Fiction,blazblue-central-fiction,Fighting,T,PS4,Aksys Games,Arc System Works,,,,,0.17,0.1,,0.05,0.02,2016,25th Jan 19,http://www.vgchartz.com/game/114754/blazblue-central-fiction/?region=All,1,,/games/boxart/full_8062272AmericaFrontccc.jpeg
9709,MXGP 3: The Official Motocross Videogame,mxgp-3-the-official-motocross-videogame,Racing,E,PS4,Milestone,Milestone,,,,,0.17,0.06,0.08,,0.03,2017,25th Jun 18,http://www.vgchartz.com/game/158276/mxgp-3-the-official-motocross-videogame/?region=All,1,,/games/boxart/full_822173AmericaFrontccc.jpg
9748,TT Isle of Man: Ride on the Edge,tt-isle-of-man-ride-on-the-edge,Racing,E,PS4,Big Ben Interactive,Kylotonn,,,,,0.17,0.05,0.09,,0.03,2018,07th Mar 18,http://www.vgchartz.com/game/221258/tt-isle-of-man-ride-on-the-edge/?region=All,1,,/games/boxart/full_6748862AmericaFrontccc.jpg
9820,Ride 2,ride-2,Racing,E,PS4,Milestone S.r.l,Milestone S.r.l.,,,,,0.16,0.07,0.06,0.01,0.03,2017,25th Jun 18,http://www.vgchartz.com/game/117553/ride-2/?region=All,1,,/games/boxart/full_9169084AmericaFrontccc.jpg
9839,Dead Rising 4: Frank's Big Package,dead-rising-4-franks-big-package,Action-Adventure,M,PS4,Capcom,Capcom,,,,,0.16,0.08,0.05,,0.03,2017,25th Sep 18,http://www.vgchartz.com/game/200191/dead-rising-4-franks-big-package/?region=All,1,,/games/boxart/full_711972AmericaFrontccc.jpg
9848,Putty Squad,putty-squad,Platform,E10,PS4,System 3,System 3,,,,,0.16,0.06,0.07,,0.03,2013,17th Sep 18,http://www.vgchartz.com/game/77267/putty-squad/?region=All,1,,/games/boxart/full_9634902AmericaFrontccc.jpg
9889,Digimon Story: Cyber Sleuth - Hacker's Memory,digimon-story-cyber-sleuth-hackers-memory,Role-Playing,T,PS4,Namco Bandai Games,Media.Vision,,,,,0.16,0.05,0.05,0.04,0.02,2018,07th Jan 18,http://www.vgchartz.com/game/168455/digimon-story-cyber-sleuth-hackers-memory/?region=All,1,,/games/boxart/full_224345AmericaFrontccc.jpg
9899,Battlezone,battlezone,Action,T,PS4,Sony Interactive Entertainment,Rebellion Developments,,,,,0.16,0.09,0.04,,0.03,2016,30th Jun 18,http://www.vgchartz.com/game/137629/battlezone/?region=All,1,,/games/boxart/full_9002393AmericaFrontccc.jpg
9918,Naruto Shippuden: Ultimate Ninja Storm Legacy,naruto-shippuden-ultimate-ninja-storm-legacy,Fighting,,PS4,Namco Bandai Games,CyberConnect2,,,,,0.16,0.07,0.04,0.03,0.02,2017,,http://www.vgchartz.com/game/168425/naruto-shippuden-ultimate-ninja-storm-legacy/?region=All,1,,/games/boxart/full_9466804PALFrontccc.jpg
9924,Berserk and the Band of the Hawk,berserk-and-the-band-of-the-hawk,Action,M,PS4,Tecmo Koei,Omega Force,,,,,0.16,0.07,0.02,0.05,0.02,2017,21st Apr 18,http://www.vgchartz.com/game/142502/berserk-and-the-band-of-the-hawk/?region=All,1,,/games/boxart/full_2839851AmericaFrontccc.jpg
9957,BlazBlue: Chrono Phantasma Extend,blazblue-chrono-phantasma-extend,Fighting,T,PS4,Aksys Games,Arc System Works,,,,,0.16,0.08,0.04,0.02,0.02,2015,09th Jul 18,http://www.vgchartz.com/game/85448/blazblue-chrono-phantasma-extend/?region=All,1,,/games/boxart/full_8781382AmericaFrontccc.jpg
10005,Pillars of Eternity,pillars-of-eternity,Role-Playing,M,PS4,Paradox Interactive,Obsidian Entertainment,,8.3,,,0.16,0.11,0.02,,0.03,2017,15th Apr 18,http://www.vgchartz.com/game/184289/pillars-of-eternity/?region=All,1,,/games/boxart/full_8230846AmericaFrontccc.jpg
10032,Valkyria Revolution,valkyria-revolution,Role-Playing,T,PS4,Sega,Media.Vision,,,,,0.16,0.04,0.03,0.07,0.02,2017,21st Jan 18,http://www.vgchartz.com/game/86202/valkyria-revolution/?region=All,1,,/games/boxart/full_1988142AmericaFrontccc.jpg
10064,Overcooked! 2,overcooked-2,Simulation,,PS4,Sold Out,Ghost Town Games,,,,,0.16,0.07,0.06,,0.03,2018,14th Jun 18,http://www.vgchartz.com/game/222192/overcooked-2/?region=All,1,,/games/boxart/full_5017713AmericaFrontccc.jpg
10113,Gravity Rush Remastered,gravity-rush-remastered,Action-Adventure,T,PS4,Sony Computer Entertainment,Bluepoint Games,,7.9,,,0.16,0.02,0.06,0.05,0.02,2016,23rd Sep 18,http://www.vgchartz.com/game/86321/gravity-rush-remastered/?region=All,1,,/games/boxart/full_4006314AmericaFrontccc.jpg
10157,Assassin's Creed Rogue Remastered,assassins-creed-rogue-remastered,Action-Adventure,,PS4,Ubisoft,Ubisoft,,,,,0.15,,0.13,0.01,0.02,2018,29th Jan 18,http://www.vgchartz.com/game/220927/assassins-creed-rogue-remastered/?region=All,1,,/games/boxart/full_9656046PALFrontccc.jpg
10228,Psycho-Pass: Mandatory Happiness,psycho-pass-mandatory-happiness,Visual Novel,T,PS4,NIS America,5pb. Inc.,,,,,0.15,0.1,0.02,,0.03,2016,03rd Jul 18,http://www.vgchartz.com/game/103066/psycho-pass-mandatory-happiness/?region=All,1,,/games/boxart/full_5115721AmericaFrontccc.jpg
10238,Brothers: A Tale of Two Sons,brothers-a-tale-of-two-sons,Adventure,T,PS4,505 Games,Starbreeze Studios,,,,,0.15,0.04,0.09,,0.02,2015,27th Jun 18,http://www.vgchartz.com/game/85647/brothers-a-tale-of-two-sons/?region=All,1,,/games/boxart/full_8255611AmericaFrontccc.jpg
10249,Warriors Orochi 3,warriors-orochi-3,Action,T,PS4,Tecmo Koei,Omega Force,,,,,0.15,0.04,0.05,0.04,0.02,2014,30th Jun 18,http://www.vgchartz.com/game/83338/warriors-orochi-3/?region=All,1,,/games/boxart/full_655844PALFrontccc.jpg
10307,Wasteland 2,wasteland-2,Role-Playing,,PS4,Deep Silver,InXile Entertainment,,,,,0.15,0.1,,0.03,0.02,2015,,http://www.vgchartz.com/game/85823/wasteland-2/?region=All,1,,/games/boxart/full_4358416AmericaFrontccc.jpg
10322,Atelier Sophie: The Alchemist of the Mysterious Book,atelier-sophie-the-alchemist-of-the-mysterious-book,Role-Playing,T,PS4,Tecmo Koei,Gust,,,,,0.15,0.04,0.03,0.07,0.01,2016,01st Jan 18,http://www.vgchartz.com/game/86222/atelier-sophie-the-alchemist-of-the-mysterious-book/?region=All,1,,/games/boxart/full_527634AmericaFrontccc.jpg
10364,NASCAR Heat Evolution,nascar-heat-evolution,Racing,,PS4,Dusenberry Martin Racing,Monster Games,,,,,0.15,0.12,,,0.03,2016,,http://www.vgchartz.com/game/114491/nascar-heat-evolution/?region=All,1,,/games/boxart/full_2460529AmericaFrontccc.jpg
10404,Yakuza: Ishin,yakuza-ishin,Adventure,,PS4,Sega,Sega,,,,,0.15,,,0.15,,2014,02nd Jan 18,http://www.vgchartz.com/game/75656/yakuza-ishin/?region=All,1,,/games/boxart/full_5884711JapanFrontccc.jpg
10410,Dragon Quest Builders 2,dragon-quest-builders-2,Adventure,RP,PS4,Square Enix,Square Enix,,,,,0.15,,,0.15,,2019,06th Apr 19,http://www.vgchartz.com/game/223265/dragon-quest-builders-2/?region=All,1,,/games/boxart/full_5174837JapanFrontccc.jpg
10419,Toukiden 2,toukiden-2,Action,T,PS4,Tecmo Koei,Omega Force,,,,,0.15,0.04,,0.1,0.01,2017,03rd Jun 18,http://www.vgchartz.com/game/112642/toukiden-2/?region=All,1,,/games/boxart/full_4588140AmericaFrontccc.jpg
10433,Song of the Deep,song-of-the-deep,Action,,PS4,Insomniac Games,Insomniac Games,,,,,0.15,0.12,,,0.03,2016,,http://www.vgchartz.com/game/86431/song-of-the-deep/?region=All,1,,/games/boxart/full_2505182AmericaFrontccc.jpg
10492,Super Robot Wars V,super-robot-wars-v,Role-Playing,,PS4,Namco Bandai Games,B.B. Studio,,,,,0.15,,,0.15,,2017,30th Jun 18,http://www.vgchartz.com/game/158997/super-robot-wars-v/?region=All,1,,/games/boxart/full_1902375JapanFrontccc.jpg
10520,Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,blue-reflection-maboroshi-ni-mau-shoujo-no-ken,Role-Playing,M,PS4,Tecmo Koei,Gust,,,,,0.14,0.07,,0.06,0.02,2017,02nd Jul 18,http://www.vgchartz.com/game/166783/blue-reflection-maboroshi-ni-mau-shoujo-no-ken/?region=All,1,,/games/boxart/full_1903577AmericaFrontccc.jpg
10538,Cyberdimension Neptunia: 4 Goddesses Online,cyberdimension-neptunia-4-goddesses-online,Role-Playing,T,PS4,Idea Factory International,Compile Heart,,,,,0.14,0.06,,0.07,0.01,2017,04th Jul 18,http://www.vgchartz.com/game/157304/cyberdimension-neptunia-4-goddesses-online/?region=All,1,,/games/boxart/full_8084179AmericaFrontccc.jpg
10545,Grand Kingdom,grand-kingdom,Role-Playing,T,PS4,NIS America,Monochrome Corporation,,,,,0.14,0.08,,0.04,0.02,2016,03rd Jul 18,http://www.vgchartz.com/game/85888/grand-kingdom/?region=All,1,,/games/boxart/full_307523AmericaFrontccc.jpg
10556,Arslan: The Warriors of Legend,arslan-the-warriors-of-legend,Action,T,PS4,Tecmo Koei,Koei Tecmo Games,,,,,0.14,0.03,0.04,0.06,0.01,2016,31st Jul 18,http://www.vgchartz.com/game/85454/arslan-the-warriors-of-legend/?region=All,1,,/games/boxart/full_3523039AmericaFrontccc.jpg
10604,Pro Cycling Manager 2016,pro-cycling-manager-2016,Sports,,PS4,Focus Home Interactive,Cyanide Studio,,,,,0.14,,0.12,,0.02,2016,,http://www.vgchartz.com/game/115345/pro-cycling-manager-2016/?region=All,1,,/games/boxart/full_1082914PALFrontccc.jpg
10666,Adventure Time: Finn & Jake Investigations,adventure-time-finn-amp-jake-investigations,Action,E10,PS4,Little Orbit,Vicious Cycle,,,,,0.14,0.07,0.05,,0.02,2015,17th Mar 18,http://www.vgchartz.com/game/85407/adventure-time-finn-amp-jake-investigations/?region=All,1,,/games/boxart/full_2196452AmericaFrontccc.jpeg
10680,Guilty Gear Xrd -Revelator-,guilty-gear-xrd-revelator-,Fighting,T,PS4,Aksys Games,Arc System Works,,,,,0.14,0.06,,0.07,0.01,2016,25th Apr 18,http://www.vgchartz.com/game/86307/guilty-gear-xrd-revelator-/?region=All,1,,/games/boxart/full_5791780AmericaFrontccc.jpg
10684,We Happy Few,we-happy-few,Action-Adventure,M,PS4,Gearbox Software,Compulsion Games,,,,,0.14,0.08,0.04,,0.02,2018,17th Sep 18,http://www.vgchartz.com/game/204842/we-happy-few/?region=All,1,,/games/boxart/full_4596046AmericaFrontccc.jpg
10685,Rocksmith 2014 Edition Remastered,rocksmith-2014-edition-remastered,Music,T,PS4,Ubisoft,Ubisoft,,,,,0.14,0.11,,,0.03,2016,19th Jun 18,http://www.vgchartz.com/game/132804/rocksmith-2014-edition-remastered/?region=All,1,,/games/boxart/full_6219590AmericaFrontccc.jpg
10729,Mega Man X Legacy Collection 1+2,mega-man-x-legacy-collection-12,Platform,,PS4,Capcom Entertainment,Digital Eclipse Software,,,,,0.14,0.07,,0.05,0.02,2018,18th Aug 18,http://www.vgchartz.com/game/221856/mega-man-x-legacy-collection-12/?region=All,1,,/games/boxart/full_3781421AmericaFrontccc.jpg
10737,The Crew: Wild Run,the-crew-wild-run,Racing,T,PS4,Ubisoft,Ivory Tower,,,,,0.14,,0.12,,0.02,2015,04th Jan 18,http://www.vgchartz.com/game/85982/the-crew-wild-run/?region=All,1,,/games/boxart/full_8126603AmericaFrontccc.png
10760,MXGP 2,mxgp-2,Racing,E,PS4,Milestone S.r.l,Milestone S.r.l.,,,,,0.14,0.05,0.06,,0.02,2016,19th Jun 18,http://www.vgchartz.com/game/86446/mxgp-2/?region=All,1,,/games/boxart/full_1543451AmericaFrontccc.jpg
10810,MotoGP 17,motogp-17,Racing,E,PS4,Koch Media,Milestone S.r.l.,,,,,0.14,0.04,0.07,,0.02,2017,25th Jun 18,http://www.vgchartz.com/game/168648/motogp-17/?region=All,1,,/games/boxart/full_8605073AmericaFrontccc.jpg
10821,Fairy Fencer F: Advent Dark Force,fairy-fencer-f-advent-dark-force,Role-Playing,T,PS4,Idea Factory International,Compile Heart,,,,,0.14,0.06,,0.06,0.01,2016,03rd Jul 18,http://www.vgchartz.com/game/85402/fairy-fencer-f-advent-dark-force/?region=All,1,,/games/boxart/full_9111537AmericaFrontccc.jpg
10883,Divinity: Original Sin II,divinity-original-sin-ii,Role-Playing,,PS4,Bandai Namco Entertainment,Larian Studios,,,,,0.13,0.04,0.08,,0.02,2018,04th Jun 18,http://www.vgchartz.com/game/222053/divinity-original-sin-ii/?region=All,1,,/games/boxart/full_1432437AmericaFrontccc.jpg
10894,Samurai Warriors 4-II,samurai-warriors-4-ii,Action,T,PS4,Tecmo Koei,Omega Force,,,,,0.13,0.04,0.02,0.07,0.01,2015,02nd May 18,http://www.vgchartz.com/game/85177/samurai-warriors-4-ii/?region=All,1,,/games/boxart/full_2409312AmericaFrontccc.jpg
10914,The Golf Club,the-golf-club,Sports,E,PS4,Maximum Games,HB Studios,,,,,0.13,0.09,0.02,,0.02,2015,10th Nov 18,http://www.vgchartz.com/game/78419/the-golf-club/?region=All,1,,/games/boxart/full_5973934AmericaFrontccc.jpg
10925,Hatsune Miku: Project Diva X,hatsune-miku-project-diva-x,Music,T,PS4,Sega,Sega,,,,,0.13,0.08,,0.04,0.02,2016,30th Jun 18,http://www.vgchartz.com/game/85878/hatsune-miku-project-diva-x/?region=All,1,,/games/boxart/full_785196AmericaFrontccc.jpg
10926,New Gundam Breaker,new-gundam-breaker,Action,,PS4,Namco Bandai Games,Bandai Namco Games,,2.8,,,0.13,0.03,,0.1,0.01,2018,21st Apr 18,http://www.vgchartz.com/game/221374/new-gundam-breaker/?region=All,1,,/games/boxart/full_55852AmericaFrontccc.jpg
10997,Super Robot Wars X,super-robot-wars-x,Strategy,,PS4,Bandai Namco Games,Bandai Namco,,,,,0.13,,,0.13,,2018,07th Apr 18,http://www.vgchartz.com/game/220156/super-robot-wars-x/?region=All,1,,/games/boxart/full_6236571JapanFrontccc.jpg
11019,NASCAR Heat 2,nascar-heat-2,Racing,E,PS4,704Games,Monster Games,,,,,0.13,0.11,,,0.02,2017,25th Jun 18,http://www.vgchartz.com/game/189445/nascar-heat-2/?region=All,1,,/games/boxart/full_1053466AmericaFrontccc.jpg
11044,Bulletstorm: Full Clip Edition,bulletstorm-full-clip-edition,Shooter,M,PS4,Gearbox Software,People Can Fly,,,,,0.13,0.05,0.06,,0.02,2017,25th Jun 18,http://www.vgchartz.com/game/158279/bulletstorm-full-clip-edition/?region=All,1,,/games/boxart/full_1819592AmericaFrontccc.jpg
11049,Valentino Rossi: The Game,valentino-rossi-the-game,Racing,,PS4,Namco Bandai Games,Milestone S.r.l.,,,,,0.13,0.05,0.05,,0.02,2016,25th Jun 18,http://www.vgchartz.com/game/104763/valentino-rossi-the-game/?region=All,1,,/games/boxart/full_9387625PALFrontccc.jpg
11074,The Legend of Heroes: Trails of Cold Steel IV,the-legend-of-heroes-trails-of-cold-steel-iv,Role-Playing,,PS4,Falcom,Falcom,,,,,0.13,,,0.13,,2018,18th Aug 18,http://www.vgchartz.com/game/222662/the-legend-of-heroes-trails-of-cold-steel-iv/?region=All,1,7,/games/boxart/full_7063316JapanFrontccc.jpg
11103,Golf Club 2,golf-club-2,Sports,E,PS4,Maximum Games,HB Studios,,,,,0.13,0.05,0.06,,0.02,2017,03rd Jul 18,http://www.vgchartz.com/game/168460/golf-club-2/?region=All,1,,/games/boxart/full_5467577AmericaFrontccc.jpg
11127,Persona Dancing: Endless Night Collection,persona-dancing-endless-night-collection,Music,,PS4,Atlus,Atlus,,,,,0.13,0.07,,0.04,0.02,2018,12th Aug 18,http://www.vgchartz.com/game/222071/persona-dancing-endless-night-collection/?region=All,1,,/games/boxart/full_1623039JapanFrontccc.jpg
11133,Akiba's Trip: Undead & Undressed,akibas-trip-undead-amp-undressed,Action,M,PS4,Xseed Games,Acquire,,,,,0.13,0.09,,0.02,0.02,2014,12th Nov 18,http://www.vgchartz.com/game/81382/akibas-trip-undead-amp-undressed/?region=All,1,,/games/boxart/full_8101586AmericaFrontccc.jpg
11134,NASCAR Heat 3,nascar-heat-3,Racing,,PS4,704Games,Monster Games,,,,,0.13,0.1,,,0.02,2018,09th Jul 18,http://www.vgchartz.com/game/222334/nascar-heat-3/?region=All,1,,/games/boxart/full_1848441AmericaFrontccc.jpg
11143,Rugby 15,rugby-15,Sports,EC,PS4,Maximum Games,HB Studios,,,,,0.13,0.05,0.06,,0.02,2015,17th Sep 18,http://www.vgchartz.com/game/85127/rugby-15/?region=All,1,,/games/boxart/full_7369566AmericaFrontccc.jpg
11185,Utawarerumono: Mask of Truth,utawarerumono-mask-of-truth,Visual Novel,M,PS4,Atlus,Aqua Plus,,,,,0.13,0.05,,0.07,0.01,2017,03rd Jun 18,http://www.vgchartz.com/game/136480/utawarerumono-mask-of-truth/?region=All,1,,/games/boxart/full_5440000AmericaFrontccc.jpg
11222,The Legend of Heroes: Trails of Cold Steel III,the-legend-of-heroes-trails-of-cold-steel-iii,Role-Playing,,PS4,Nihon Falcom Corporation,Nihon Falcom Corporation,,7,,,0.13,,,0.13,,2017,03rd Jul 18,http://www.vgchartz.com/game/209597/the-legend-of-heroes-trails-of-cold-steel-iii/?region=All,1,,/games/boxart/full_9868029JapanFrontccc.jpg
11229,Utawarerumono: Mask of Deception,utawarerumono-mask-of-deception,Adventure,,PS4,Atlus,Aqua Plus,,,,,0.13,0.05,,0.07,0.01,2017,23rd Mar 19,http://www.vgchartz.com/game/85950/utawarerumono-mask-of-deception/?region=All,1,,/games/boxart/full_4336788JapanFrontccc.jpg
11245,The Inpatient,the-inpatient,Action,M,PS4,Sony Interactive Entertainment,Supermassive Games Ltd.,,,,,0.13,0.06,0.05,,0.02,2018,24th Sep 18,http://www.vgchartz.com/game/212035/the-inpatient/?region=All,1,,/games/boxart/full_9796512AmericaFrontccc.png
11253,Don Bradman Cricket 14,don-bradman-cricket-14,Sports,,PS4,Tru Blu Entertainment,Big Ant Studios,,,,,0.13,0.01,0.09,,0.02,2015,,http://www.vgchartz.com/game/85045/don-bradman-cricket-14/?region=All,1,,/games/boxart/full_664671PALFrontccc.jpg
11261,Sword Art Online: Hollow Fragment,sword-art-online-hollow-fragment,Role-Playing,,PS4,Namco Bandai Games,Namco Bandai Games,,,,,0.12,,0.11,,0.02,2015,03rd Jul 18,http://www.vgchartz.com/game/85551/sword-art-online-hollow-fragment/?region=All,1,,/games/boxart/full_7803352PALFrontccc.jpg
11266,MX vs ATV All Out,mx-vs-atv-all-out,Racing,E10,PS4,THQ Nordic,Rainbow Studios,,,,,0.12,0.09,0.01,,0.02,2018,23rd Mar 18,http://www.vgchartz.com/game/220574/mx-vs-atv-all-out/?region=All,1,,/games/boxart/full_3942439AmericaFrontccc.jpg
11279,Dragon's Crown Pro,dragons-crown-pro,Role-Playing,,PS4,Atlus,Vanillaware,,,,,0.12,0.1,,,0.02,2018,29th Jan 18,http://www.vgchartz.com/game/220925/dragons-crown-pro/?region=All,1,,/games/boxart/full_3048608AmericaFrontccc.jpg
11321,Teenage Mutant Ninja Turtles: Mutants in Manhattan,teenage-mutant-ninja-turtles-mutants-in-manhattan,Action,T,PS4,Activision,PlatinumGames,,,,,0.12,0.07,0.03,,0.02,2016,15th Apr 18,http://www.vgchartz.com/game/86422/teenage-mutant-ninja-turtles-mutants-in-manhattan/?region=All,1,,/games/boxart/full_4274282AmericaFrontccc.jpg
